Date,Close,Open,High,Low,Volume,Change %
2016-04-05,7219.23,7269.5,7269.83,7215.94,94200.0,-0.49%
2016-04-06,7180.55,7223.08,7223.08,7171.13,127330.0,-0.54%
2016-04-07,7232.97,7204.36,7239.22,7199.96,93800.0,0.73%
2016-04-08,7247.2,7217.38,7247.2,7189.09,107510.0,0.20%
2016-04-11,7291.43,7252.01,7291.43,7252.01,75100.0,0.61%
2016-04-12,7306.56,7295.12,7306.56,7276.52,103940.0,0.21%
2016-04-13,7341.0,7324.02,7343.29,7318.37,186010.0,0.47%
2016-04-14,7357.28,7340.53,7374.96,7338.41,182350.0,0.22%
2016-04-15,7321.3,7360.83,7363.04,7303.29,78240.0,-0.49%
2016-04-18,7243.4,7313.58,7313.58,7235.79,80440.0,-1.06%
2016-04-19,7215.09,7244.69,7264.49,7183.28,111100.0,-0.39%
2016-04-20,7201.37,7212.41,7229.7,7189.53,108340.0,-0.19%
2016-04-21,7257.85,7212.66,7257.85,7194.08,121820.0,0.78%
2016-04-22,7255.39,7253.3,7272.42,7235.03,111190.0,-0.03%
2016-04-25,7250.13,7260.04,7267.44,7227.25,90230.0,-0.07%
2016-04-26,7211.92,7245.63,7249.86,7202.0,103600.0,-0.53%
2016-04-27,7180.53,7192.07,7201.0,7137.78,129110.00000000001,-0.44%
2016-04-28,7162.56,7199.98,7220.66,7158.63,111450.0,-0.25%
2016-04-29,7159.29,7162.49,7162.49,7122.76,106330.0,-0.05%
2016-05-02,7053.88,7106.35,7124.26,6980.18,129669.99999999999,-1.47%
2016-05-03,7046.57,7064.46,7098.48,7046.57,122300.0,-0.10%
2016-05-04,7081.86,7049.64,7081.86,6982.32,83910.0,0.50%
2016-05-05,6999.75,7007.63,7011.28,6986.86,108420.0,-1.16%
2016-05-06,6991.87,6976.36,7003.03,6961.65,137120.0,-0.11%
2016-05-10,7174.88,6966.35,7174.88,6941.42,235050.0,2.62%
2016-05-11,7396.52,7227.55,7423.52,7227.55,299830.0,3.09%
2016-05-12,7325.04,7399.79,7399.79,7310.1,161400.0,-0.97%
2016-05-13,7436.79,7368.93,7517.95,7352.03,278440.0,1.53%
2016-05-16,7511.74,7382.43,7527.11,7382.43,184350.0,1.01%
2016-05-17,7524.84,7525.61,7568.82,7513.4,218750.0,0.17%
2016-05-18,7534.3,7531.58,7542.83,7487.68,199180.0,0.13%
2016-05-19,7427.33,7539.25,7539.25,7427.33,126310.0,-1.42%
2016-05-20,7299.03,7390.91,7395.6,7295.28,114060.0,-1.73%
2016-05-23,7306.69,7320.65,7351.07,7306.69,97150.0,0.10%
2016-05-24,7356.72,7309.03,7363.96,7304.56,125050.0,0.68%
2016-05-25,7463.95,7396.0,7466.72,7396.0,172620.0,1.46%
2016-05-26,7376.38,7438.89,7454.51,7354.17,116640.0,-1.17%
2016-05-27,7411.68,7393.87,7430.93,7373.96,157300.0,0.48%
2016-05-30,7464.34,7409.01,7465.23,7409.01,119970.0,0.71%
2016-05-31,7401.6,7478.89,7519.17,7401.6,212770.0,-0.84%
2016-06-01,7500.79,7447.27,7507.47,7434.55,130150.0,1.34%
2016-06-02,7464.59,7506.78,7553.6,7464.59,143180.0,-0.48%
2016-06-03,7514.22,7511.71,7533.48,7497.53,133080.0,0.66%
2016-06-06,7598.22,7549.87,7606.85,7535.51,142870.0,1.12%
2016-06-07,7710.54,7645.35,7744.54,7634.38,272590.0,1.48%
2016-06-08,7722.79,7724.26,7792.34,7722.79,195880.0,0.16%
2016-06-09,7536.65,7725.55,7725.55,7536.65,109120.0,-2.41%
2016-06-10,7509.94,7567.74,7616.94,7509.94,155460.0,-0.35%
2016-06-13,7554.4,7510.31,7554.4,7407.22,165980.0,0.59%
2016-06-14,7460.12,7516.68,7516.68,7414.37,109170.0,-1.25%
2016-06-15,7501.65,7455.11,7521.6,7451.56,121280.0,0.56%
2016-06-16,7564.47,7516.08,7576.82,7513.42,120330.0,0.84%
2016-06-17,7622.07,7607.95,7656.33,7607.95,127340.0,0.76%
2016-06-20,7665.33,7632.1,7678.08,7624.08,152210.0,0.57%
2016-06-21,7767.23,7701.9,7781.17,7700.69,214870.0,1.33%
2016-06-22,7756.37,7767.44,7777.6,7756.37,166990.0,-0.14%
2016-06-23,7729.78,7761.38,7763.05,7711.56,143660.0,-0.34%
2016-06-24,7629.72,7771.75,7813.58,7538.18,223290.0,-1.29%
2016-06-27,7715.9,7571.33,7715.9,7488.51,157600.0,1.13%
2016-06-28,7666.69,7711.88,7711.88,7651.34,96760.0,-0.64%
2016-06-29,7798.53,7715.4,7798.53,7714.18,144240.0,1.72%
2016-06-30,7796.25,7819.14,7980.75,7768.44,307910.0,-0.03%
2016-07-01,7830.35,7811.2,7878.52,7811.2,141740.0,0.44%
2016-07-04,7846.54,7856.67,7879.66,7832.13,122410.0,0.21%
2016-07-05,7808.13,7872.96,7910.88,7797.94,200050.0,-0.49%
2016-07-07,7753.46,7816.26,7818.67,7748.87,138200.0,-0.70%
2016-07-08,7771.52,7752.62,7774.39,7752.02,183310.0,0.23%
2016-07-11,7865.27,7830.5,7890.56,7827.51,200350.0,1.21%
2016-07-12,7937.95,7881.54,7937.95,7880.31,239190.0,0.92%
2016-07-13,7944.02,7951.05,8005.73,7944.02,314860.0,0.08%
2016-07-14,7956.14,7953.39,7964.07,7905.88,146080.0,0.15%
2016-07-15,8030.06,7968.63,8037.41,7968.63,185620.0,0.93%
2016-07-18,7986.25,8024.48,8024.48,7969.35,86070.0,-0.55%
2016-07-19,8036.01,8001.12,8036.01,7999.07,144740.0,0.62%
2016-07-20,8051.97,8034.76,8051.97,8023.28,113440.0,0.20%
2016-07-21,8102.3,8050.26,8102.3,8023.31,170220.0,0.63%
2016-07-22,8025.35,8103.45,8118.44,8025.35,140410.0,-0.95%
2016-07-25,8049.13,8065.54,8114.34,8038.11,152700.0,0.30%
2016-07-26,8024.54,8061.96,8092.96,8024.54,172320.0,-0.31%
2016-07-27,8100.48,8046.07,8100.48,8044.92,177460.0,0.95%
2016-07-28,8024.98,8107.23,8107.23,7977.29,141700.0,-0.93%
2016-07-29,7963.11,8021.22,8064.01,7963.11,131580.0,-0.77%
2016-08-01,8069.81,8006.72,8078.98,8006.72,98480.0,1.34%
2016-08-02,8037.78,8075.13,8075.13,8010.63,140060.0,-0.40%
2016-08-03,7888.44,8027.27,8027.27,7848.73,145600.0,-1.86%
2016-08-04,7978.57,7909.11,7978.57,7907.44,110310.0,1.14%
2016-08-05,7970.35,7986.32,7987.17,7955.67,80070.0,-0.10%
2016-08-08,7993.58,7990.15,7993.58,7957.04,129430.0,0.29%
2016-08-09,8055.06,8012.76,8064.02,8006.94,193320.0,0.77%
2016-08-10,8051.4,8053.42,8059.03,8019.64,164310.0,-0.05%
2016-08-11,7981.35,8058.88,8058.88,7970.97,215940.0,-0.87%
2016-08-12,7955.86,8020.84,8030.94,7932.88,186510.0,-0.32%
2016-08-15,7960.17,7949.64,7960.17,7894.56,160500.0,0.05%
2016-08-16,7983.38,7969.23,7983.38,7944.39,170970.0,0.29%
2016-08-17,7946.19,7999.81,8002.28,7930.39,193900.0,-0.47%
2016-08-18,7952.81,7948.3,7993.96,7936.3,128650.0,0.08%
2016-08-19,7930.75,7959.5,7964.86,7916.67,172210.0,-0.28%
2016-08-22,7981.21,7938.61,7981.21,7934.98,111000.0,0.64%
2016-08-23,7935.18,7963.1,7966.33,7912.95,120920.0,-0.58%
2016-08-24,7866.13,7938.7,7938.7,7830.41,167740.0,-0.87%
2016-08-25,7854.54,7870.43,7870.43,7839.6,145520.0,-0.15%
2016-08-26,7845.49,7849.61,7849.61,7804.28,201760.0,-0.12%
2016-08-30,7794.93,7863.15,7863.15,7719.14,243560.0,-0.64%
2016-08-31,7787.37,7770.79,7802.81,7707.38,230500.0,-0.10%
2016-09-01,7773.31,7775.78,7780.39,7646.3,231920.0,-0.18%
2016-09-02,7807.42,7769.92,7829.7,7769.92,126420.0,0.44%
2016-09-05,7764.05,7780.14,7807.93,7747.06,96910.0,-0.56%
2016-09-06,7719.18,7769.69,7771.75,7697.41,131890.0,-0.58%
2016-09-07,7619.1,7723.14,7723.14,7597.32,304270.0,-1.30%
2016-09-08,7667.07,7588.78,7667.62,7536.07,203060.0,0.63%
2016-09-09,7581.79,7678.75,7678.9,7581.79,117150.0,-1.11%
2016-09-13,7550.27,7569.99,7571.01,7527.76,142740.0,-0.42%
2016-09-14,7546.01,7526.3,7546.01,7493.64,175120.0,-0.06%
2016-09-15,7708.42,7537.14,7708.42,7510.62,117560.0,2.15%
2016-09-16,7553.76,7683.67,7683.67,7549.32,181650.0,-2.01%
2016-09-19,7575.84,7570.64,7576.84,7519.81,89010.0,0.29%
2016-09-20,7671.72,7590.19,7671.72,7590.19,112370.0,1.27%
2016-09-21,7675.42,7686.26,7686.26,7632.25,126890.0,0.05%
2016-09-22,7762.35,7714.05,7770.37,7712.29,137710.0,1.13%
2016-09-23,7723.6,7768.31,7781.93,7692.99,119530.0,-0.50%
2016-09-26,7632.46,7715.32,7715.32,7615.45,93860.0,-1.18%
2016-09-27,7557.34,7627.0,7627.0,7538.0,125920.0,-0.98%
2016-09-28,7586.96,7559.3,7603.81,7554.94,86370.0,0.39%
2016-09-29,7714.86,7611.04,7714.86,7605.42,192370.0,1.69%
2016-09-30,7629.73,7709.77,7709.77,7629.73,105390.0,-1.10%
2016-10-03,7677.73,7643.34,7677.73,7643.34,80560.0,0.63%
2016-10-04,7719.24,7670.22,7719.24,7666.4,100280.0,0.54%
2016-10-05,7639.79,7706.66,7706.66,7607.08,82550.0,-1.03%
2016-10-06,7620.16,7635.75,7642.71,7609.01,88740.0,-0.26%
2016-10-07,7578.29,7621.57,7628.85,7550.89,152140.0,-0.55%
2016-10-10,7534.71,7584.46,7586.36,7523.97,52640.0,-0.58%
2016-10-11,7520.82,7529.18,7566.01,7510.25,106920.0,-0.18%
2016-10-12,7429.82,7494.65,7495.49,7393.51,139760.0,-1.21%
2016-10-13,7312.18,7381.58,7393.86,7312.18,205100.0,-1.58%
2016-10-14,7389.3,7321.71,7403.81,7321.71,152610.0,1.05%
2016-10-17,7358.21,7378.76,7426.56,7358.21,115070.0,-0.42%
2016-10-18,7571.15,7361.94,7571.15,7357.15,142860.0,2.89%
2016-10-19,7721.57,7578.96,7721.57,7576.35,183850.0,1.99%
2016-10-20,7713.32,7705.46,7720.03,7656.99,110540.0,-0.11%
2016-10-21,7650.22,7714.18,7714.18,7645.4,72060.0,-0.82%
2016-10-24,7609.31,7593.36,7614.58,7571.44,94090.0,-0.53%
2016-10-25,7580.22,7599.53,7624.77,7580.22,89850.0,-0.38%
2016-10-26,7494.41,7542.36,7546.87,7478.55,117920.0,-1.13%
2016-10-27,7445.14,7496.05,7497.12,7424.63,121350.0,-0.66%
2016-10-28,7404.8,7442.92,7447.61,7317.72,106180.0,-0.54%
2016-11-02,7252.4,7371.68,7374.57,7237.34,154130.0,-2.06%
2016-11-03,7160.91,7230.37,7252.55,7129.1,188770.0,-1.26%
2016-11-04,7227.37,7174.4,7227.37,7160.61,134770.0,0.93%
2016-11-07,7197.19,7201.9,7232.18,7164.9,106600.0,-0.42%
2016-11-08,7307.8,7279.03,7307.8,7231.57,105280.0,1.54%
2016-11-09,7119.04,7325.41,7329.24,7038.19,146960.0,-2.58%
2016-11-10,7181.87,7232.5,7254.27,7172.65,113930.0,0.88%
2016-11-11,6975.09,7146.09,7153.5,6971.58,183330.0,-2.88%
2016-11-14,6871.48,6939.31,6945.26,6865.94,157420.0,-1.49%
2016-11-15,6857.15,6883.11,6948.61,6857.15,142130.0,-0.21%
2016-11-16,6966.28,6900.9,7001.36,6900.9,92970.0,1.59%
2016-11-17,7050.12,6999.38,7115.76,6993.66,112900.0,1.20%
2016-11-18,7067.73,7071.24,7082.6,7037.58,69300.0,0.25%
2016-11-21,6979.06,7073.12,7084.72,6947.61,67630.0,-1.25%
2016-11-22,6802.73,6973.75,6973.75,6802.73,144830.0,-2.53%
2016-11-23,6836.64,6822.07,6836.64,6722.31,132140.0,0.50%
2016-11-24,6873.31,6847.07,6873.31,6808.17,115430.0,0.54%
2016-11-25,6889.78,6884.29,6904.93,6845.72,68630.0,0.24%
2016-11-28,6825.4,6902.09,6907.09,6786.26,122500.0,-0.93%
2016-11-29,6781.2,6823.6,6825.54,6769.11,241740.0,-0.65%
2016-12-01,6864.87,6902.14,6943.2,6864.87,202890.0,1.23%
2016-12-02,6886.74,6880.67,6902.35,6834.65,156900.0,0.32%
2016-12-05,6776.41,6902.51,6902.51,6776.41,178460.0,-1.60%
2016-12-06,6806.14,6808.51,6835.49,6751.93,128250.0,0.44%
2016-12-07,6866.81,6810.24,6866.81,6789.94,92240.0,0.89%
2016-12-08,7022.38,6917.88,7022.38,6903.91,199990.0,2.27%
2016-12-09,7043.16,7044.41,7045.83,7018.99,130400.0,0.30%
2016-12-12,6868.89,7048.74,7048.74,6844.84,160330.0,-2.47%
2016-12-13,6880.91,6874.16,6880.91,6799.22,151510.0,0.17%
2016-12-14,6928.34,6888.61,6928.34,6888.61,119250.0,0.69%
2016-12-15,6855.31,6891.66,6891.66,6837.36,119530.0,-1.05%
2016-12-16,6850.71,6855.24,6881.21,6825.32,191420.0,-0.07%
2016-12-19,6714.13,6843.25,6848.37,6683.35,133260.0,-1.99%
2016-12-20,6658.66,6707.99,6710.16,6589.69,190670.0,-0.83%
2016-12-21,6686.36,6687.09,6732.2,6681.02,155100.0,0.42%
2016-12-22,6587.17,6664.55,6676.6,6564.15,192990.0,-1.48%
2016-12-23,6563.67,6545.53,6563.67,6499.0,115420.0,-0.36%
2016-12-27,6658.2,6579.21,6658.2,6575.85,85570.0,1.44%
2016-12-28,6846.44,6688.94,6846.44,6677.06,102210.0,2.83%
2016-12-29,6840.64,6846.55,6855.37,6797.66,150750.0,-0.08%
2017-01-03,6861.31,6840.06,6861.31,6746.8,56060.0,0.30%
2017-01-04,7030.95,6874.68,7041.06,6874.68,203960.0,2.47%
2017-01-05,7209.44,7051.86,7279.92,7049.34,223920.0,2.54%
2017-01-06,7248.2,7184.46,7289.51,7181.69,205910.0,0.54%
2017-01-09,7276.34,7255.18,7276.34,7210.8,110250.0,0.39%
2017-01-10,7364.34,7278.57,7371.84,7276.72,256700.0,1.21%
2017-01-11,7321.82,7362.24,7402.54,7316.78,161970.0,-0.58%
2017-01-12,7264.55,7335.66,7347.82,7260.71,127410.0,-0.78%
2017-01-13,7238.52,7256.72,7270.85,7227.16,109440.0,-0.36%
2017-01-16,7238.45,7243.55,7279.48,7225.43,104980.0,0.00%
2017-01-17,7123.33,7244.03,7244.03,7123.33,223340.0,-1.59%
2017-01-18,7156.36,7136.15,7165.15,7129.89,91910.0,0.46%
2017-01-19,7246.08,7183.99,7246.08,7172.19,128190.0,1.25%
2017-01-20,7232.66,7252.44,7255.17,7204.27,128570.0,-0.19%
2017-01-23,7374.35,7242.62,7374.35,7237.33,132790.0,1.96%
2017-01-24,7370.65,7373.89,7384.58,7340.54,180740.0,-0.05%
2017-01-25,7323.36,7383.68,7398.29,7323.36,153150.0,-0.64%
2017-01-26,7332.64,7320.64,7361.78,7320.64,148210.0,0.13%
2017-01-27,7333.67,7338.22,7366.04,7333.67,149980.0,0.01%
2017-01-30,7336.71,7350.89,7376.93,7336.71,79500.0,0.04%
2017-01-31,7229.66,7327.9,7343.93,7229.66,111950.0,-1.46%
2017-02-01,7227.45,7297.72,7300.21,7209.73,89820.0,-0.03%
2017-02-02,7225.91,7228.85,7282.04,7208.14,120510.0,-0.02%
2017-02-03,7226.7,7223.34,7227.1,7186.44,140190.0,0.01%
2017-02-06,7294.4,7244.31,7294.4,7243.65,165350.0,0.94%
2017-02-07,7262.64,7283.85,7283.85,7241.62,118770.0,-0.44%
2017-02-08,7234.82,7277.89,7286.44,7221.44,137070.0,-0.38%
2017-02-09,7252.66,7238.45,7252.66,7227.85,109530.0,0.25%
2017-02-10,7235.21,7257.72,7265.52,7196.75,138530.0,-0.24%
2017-02-13,7294.67,7241.8,7294.67,7237.23,86080.0,0.82%
2017-02-14,7206.84,7279.85,7282.46,7206.84,110850.0,-1.20%
2017-02-15,7174.3,7217.24,7234.4,7174.3,184960.0,-0.45%
2017-02-16,7283.25,7176.64,7293.16,7176.64,132940.0,1.52%
2017-02-17,7244.79,7289.63,7292.62,7236.91,182550.0,-0.53%
2017-02-20,7281.19,7252.54,7281.19,7252.54,99730.0,0.50%
2017-02-21,7282.68,7284.93,7284.93,7258.31,99430.0,0.02%
2017-02-22,7304.45,7275.51,7304.45,7263.2,177960.0,0.30%
2017-02-23,7335.56,7312.42,7339.9,7290.21,173830.0,0.43%
2017-02-24,7258.99,7328.95,7331.72,7258.99,148810.0,-1.04%
2017-02-27,7232.47,7266.78,7296.0,7232.47,94530.0,-0.37%
2017-02-28,7212.09,7239.64,7245.6,7152.45,161330.0,-0.28%
2017-03-01,7170.7,7167.89,7186.48,7150.61,205740.0,-0.57%
2017-03-02,7234.94,7183.45,7244.05,7183.45,122340.0,0.90%
2017-03-03,7247.12,7232.47,7247.12,7197.16,100910.0,0.17%
2017-03-06,7313.87,7228.92,7316.57,7216.12,150280.0,0.92%
2017-03-07,7294.52,7310.65,7326.07,7285.25,143140.0,-0.26%
2017-03-08,7294.56,7314.42,7341.58,7294.56,96690.0,0.00%
2017-03-09,7295.45,7298.1,7326.83,7295.45,112030.0,0.01%
2017-03-10,7146.27,7298.18,7298.74,7146.27,171460.0,-2.04%
2017-03-13,7233.09,7213.74,7238.6,7202.17,134060.0,1.21%
2017-03-14,7261.75,7253.13,7281.57,7244.0,148100.0,0.40%
2017-03-15,7253.79,7268.35,7275.98,7214.96,191310.0,-0.11%
2017-03-16,7278.6,7279.86,7320.5,7268.18,117430.0,0.34%
2017-03-17,7345.02,7307.01,7417.76,7274.68,438500.0,0.91%
2017-03-20,7316.57,7374.45,7380.57,7297.32,156140.0,-0.39%
2017-03-21,7323.31,7319.92,7361.44,7318.19,197680.0,0.09%
2017-03-22,7254.93,7300.46,7300.46,7230.17,218010.0,-0.93%
2017-03-23,7301.03,7299.89,7315.89,7281.85,176370.0,0.64%
2017-03-24,7269.62,7308.65,7317.25,7269.62,208950.0,-0.43%
2017-03-27,7245.97,7268.64,7276.0,7222.15,192000.0,-0.33%
2017-03-28,7331.46,7276.26,7331.46,7274.6,161160.0,1.18%
2017-03-29,7324.0,7320.09,7354.46,7310.02,236890.0,-0.10%
2017-03-30,7332.59,7327.38,7360.39,7327.38,172840.0,0.12%
