"Date","Price","Open","High","Low","Vol.","Change %"
"09/06/2024","6,936.09","6,888.71","6,940.47","6,886.49","86.77K","0.41%"
"09/05/2024","6,907.97","6,876.27","6,914.63","6,872.70","67.98K","0.38%"
"09/04/2024","6,882.12","6,814.71","6,882.12","6,759.93","77.21K","-0.01%"
"09/03/2024","6,882.92","6,934.70","6,950.61","6,878.48","78.60K","-0.58%"
"09/02/2024","6,923.41","6,927.25","6,933.51","6,904.54","72.91K","0.38%"
"08/30/2024","6,897.54","6,904.51","6,930.42","6,881.40","229.08K","0.09%"
"08/29/2024","6,891.55","6,953.01","6,959.64","6,872.55","100.68K","-0.96%"
"08/28/2024","6,958.01","6,985.56","7,016.04","6,958.01","85.66K","-0.22%"
"08/27/2024","6,973.41","6,967.95","7,008.87","6,967.95","118.04K","0.16%"
"08/22/2024","6,961.96","6,917.29","6,987.04","6,917.29","124.62K","0.89%"
"08/21/2024","6,900.62","6,952.27","6,983.81","6,900.62","77.75K","-0.64%"
"08/20/2024","6,944.76","6,930.80","7,005.27","6,930.80","122.45K","0.80%"
"08/19/2024","6,889.87","6,863.05","6,943.53","6,863.05","158.23K","0.62%"
"08/16/2024","6,847.37","6,724.27","6,866.66","6,724.27","126.00K","2.31%"
"08/15/2024","6,692.91","6,714.20","6,742.48","6,692.91","120.52K","-0.18%"
"08/14/2024","6,704.96","6,663.71","6,723.11","6,663.71","150.45K","0.82%"
"08/13/2024","6,650.44","6,624.33","6,670.05","6,615.38","101.34K","0.56%"
"08/12/2024","6,613.36","6,653.00","6,661.86","6,594.59","69.56K","-0.52%"
"08/09/2024","6,647.80","6,571.65","6,647.80","6,571.65","157.08K","1.50%"
"08/08/2024","6,549.27","6,536.50","6,570.82","6,515.91","105.61K","0.22%"
"08/07/2024","6,535.17","6,461.86","6,535.17","6,451.95","73.02K","1.58%"
"08/06/2024","6,433.24","6,439.80","6,512.47","6,433.24","96.03K","-0.02%"
"08/05/2024","6,434.73","6,535.57","6,535.57","6,397.10","121.26K","-2.58%"
"08/02/2024","6,605.30","6,672.47","6,672.47","6,562.91","80.66K","-1.32%"
"08/01/2024","6,693.83","6,645.10","6,693.83","6,619.70","89.25K","1.13%"
"07/31/2024","6,619.09","6,599.97","6,640.17","6,597.87","135.22K","0.19%"
"07/30/2024","6,606.36","6,658.95","6,671.34","6,569.86","73.57K","-0.64%"
"07/29/2024","6,649.23","6,728.33","6,761.76","6,649.23","121.51K","-1.14%"
"07/26/2024","6,726.01","6,684.63","6,726.01","6,675.62","86.59K","0.84%"
"07/25/2024","6,670.27","6,698.25","6,698.25","6,651.68","74.82K","-1.23%"
"07/23/2024","6,753.12","6,727.58","6,753.88","6,686.71","78.23K","0.61%"
"07/22/2024","6,712.05","6,756.76","6,832.66","6,712.05","109.44K","-1.17%"
"07/19/2024","6,791.69","6,707.45","6,829.97","6,707.45","121.78K","1.29%"
"07/18/2024","6,705.01","6,663.65","6,706.20","6,649.93","93.15K","0.26%"
"07/17/2024","6,687.71","6,677.85","6,700.18","6,629.51","78.93K","0.31%"
"07/16/2024","6,667.09","6,723.21","6,736.81","6,667.09","85.74K","-0.33%"
"07/15/2024","6,689.37","6,635.27","6,738.12","6,635.27","85.78K","0.62%"
"07/12/2024","6,648.23","6,611.39","6,648.23","6,589.59","68.11K","0.59%"
"07/11/2024","6,609.24","6,492.46","6,609.24","6,492.46","90.66K","1.85%"
"07/10/2024","6,489.35","6,550.05","6,561.71","6,489.35","80.94K","-1.03%"
"07/09/2024","6,556.66","6,530.05","6,557.32","6,497.53","78.80K","0.42%"
"07/08/2024","6,529.43","6,506.42","6,559.38","6,506.42","94.36K","0.56%"
"07/05/2024","6,492.75","6,507.28","6,560.20","6,492.75","82.02K","-0.23%"
"07/04/2024","6,507.49","6,447.29","6,517.64","6,437.58","70.13K","0.89%"
"07/03/2024","6,450.03","6,366.58","6,451.94","6,355.71","71.71K","1.43%"
"07/02/2024","6,358.96","6,399.37","6,399.37","6,348.06","64.04K","-0.62%"
"07/01/2024","6,398.77","6,401.96","6,436.40","6,382.25","71.78K","-0.20%"
"06/28/2024","6,411.91","6,394.73","6,442.79","6,387.68","123.11K","0.33%"
"06/27/2024","6,390.58","6,314.84","6,390.58","6,301.84","69.14K","1.23%"
"06/26/2024","6,313.11","6,308.57","6,313.11","6,277.86","113.53K","0.22%"
"06/25/2024","6,299.05","6,291.09","6,307.51","6,281.67","84.76K","0.42%"
"06/24/2024","6,272.46","6,202.64","6,272.46","6,184.72","81.79K","1.85%"
"06/21/2024","6,158.48","6,349.67","6,349.67","6,158.48","168.16K","-2.93%"
"06/20/2024","6,344.56","6,372.46","6,372.75","6,313.15","85.00K","-0.34%"
"06/19/2024","6,366.03","6,371.52","6,382.76","6,364.40","101.41K","-0.04%"
"06/18/2024","6,368.80","6,394.33","6,394.33","6,343.69","60.30K","-0.23%"
"06/14/2024","6,383.70","6,394.43","6,400.34","6,370.68","68.39K","-0.11%"
"06/13/2024","6,390.83","6,428.28","6,446.06","6,390.83","76.80K","-0.30%"
"06/11/2024","6,410.07","6,456.85","6,464.26","6,410.07","55.01K","-0.75%"
"06/10/2024","6,458.64","6,511.89","6,511.89","6,443.52","45.72K","-0.92%"
"06/07/2024","6,518.76","6,524.36","6,532.93","6,512.05","62.72K","0.14%"
"06/06/2024","6,509.86","6,465.13","6,511.73","6,453.49","80.25K","1.06%"
"06/05/2024","6,441.32","6,400.46","6,443.59","6,367.73","73.10K","0.86%"
"06/04/2024","6,386.42","6,498.56","6,498.56","6,351.19","85.19K","-1.30%"
"06/03/2024","6,470.74","6,433.54","6,472.52","6,410.48","96.30K","0.59%"
"05/31/2024","6,433.10","6,387.89","6,433.10","6,356.52","606.50K","0.96%"
"05/30/2024","6,371.75","6,410.39","6,415.61","6,341.54","111.68K","-0.62%"
"05/29/2024","6,411.41","6,506.40","6,506.40","6,411.41","89.53K","-1.38%"
"05/28/2024","6,501.34","6,572.96","6,572.96","6,495.99","110.94K","-1.07%"
"05/27/2024","6,571.60","6,630.22","6,630.22","6,552.30","98.64K","-0.73%"
"05/24/2024","6,619.89","6,634.61","6,634.61","6,587.05","68.40K","-0.60%"
"05/23/2024","6,659.99","6,612.09","6,659.99","6,606.37","94.91K","0.80%"
"05/22/2024","6,607.22","6,606.80","6,620.56","6,578.58","87.18K","-0.40%"
"05/21/2024","6,633.66","6,704.14","6,704.14","6,614.51","124.24K","-0.74%"
"05/20/2024","6,682.78","6,633.59","6,703.00","6,617.58","117.90K","0.97%"
"05/17/2024","6,618.69","6,619.51","6,649.61","6,578.26","112.11K","-0.14%"
"05/16/2024","6,628.20","6,589.24","6,628.20","6,579.74","251.04K","1.06%"
"05/15/2024","6,558.63","6,578.65","6,578.65","6,547.71","156.46K","-0.75%"
"05/14/2024","6,608.36","6,601.93","6,608.36","6,587.89","80.92K","0.06%"
"05/13/2024","6,604.25","6,523.88","6,612.73","6,523.88","72.54K","1.42%"
"05/10/2024","6,511.93","6,574.22","6,598.93","6,511.93","59.71K","-0.47%"
"05/09/2024","6,542.46","6,670.85","6,719.19","6,536.25","171.67K","-1.75%"
"05/08/2024","6,659.18","6,620.35","6,659.18","6,571.62","108.95K","0.61%"
"05/07/2024","6,618.58","6,668.24","6,691.68","6,618.58","106.39K","-0.51%"
"05/06/2024","6,652.49","6,639.27","6,683.71","6,639.27","65.39K","0.56%"
"05/03/2024","6,615.55","6,664.49","6,666.05","6,604.51","83.23K","-0.47%"
"05/02/2024","6,646.55","6,654.97","6,679.50","6,634.84","80.53K","-0.81%"
"04/30/2024","6,700.49","6,756.32","6,777.27","6,700.49","95.59K","-1.02%"
"04/29/2024","6,769.64","6,629.57","6,769.64","6,629.57","107.64K","2.13%"
"04/26/2024","6,628.75","6,557.95","6,628.75","6,547.76","58.46K","0.82%"
"04/25/2024","6,574.88","6,598.14","6,598.14","6,574.88","53.87K","0.03%"
"04/24/2024","6,572.75","6,538.98","6,595.41","6,538.98","66.90K","1.01%"
"04/23/2024","6,506.80","6,463.65","6,515.43","6,463.65","61.60K","0.97%"
"04/22/2024","6,444.08","6,484.61","6,509.66","6,439.44","60.74K","0.02%"
"04/19/2024","6,443.00","6,511.50","6,540.81","6,406.98","103.20K","-1.23%"
"04/18/2024","6,523.19","6,481.90","6,548.89","6,481.01","101.53K","1.13%"
"04/17/2024","6,450.04","6,432.10","6,497.82","6,424.81","94.50K","0.70%"
"04/16/2024","6,404.97","6,534.94","6,534.94","6,404.97","122.34K","-2.40%"
"04/15/2024","6,562.43","6,630.43","6,630.43","6,556.93","91.56K","-1.46%"
"04/12/2024","6,659.39","6,681.26","6,719.20","6,659.39","130.98K","-0.27%"
"04/11/2024","6,677.65","6,727.27","6,727.27","6,669.68","123.39K","-0.94%"
"04/08/2024","6,741.07","6,750.74","6,750.74","6,686.50","81.39K","-0.07%"
"04/05/2024","6,745.46","6,819.23","6,819.23","6,728.84","84.94K","-1.20%"
"04/04/2024","6,827.06","6,870.90","6,881.58","6,809.78","69.38K","-0.54%"
"04/03/2024","6,863.82","6,960.55","6,964.93","6,863.82","64.39K","-1.39%"
"04/02/2024","6,960.43","7,016.93","7,070.72","6,960.43","133.02K","-0.28%"
"04/01/2024","6,979.81","6,948.54","6,991.77","6,947.27","84.98K","1.10%"
"03/27/2024","6,903.53","6,884.46","6,925.37","6,884.46","113.04K","0.08%"
"03/26/2024","6,898.17","6,840.85","6,898.17","6,797.65","92.11K","0.66%"
"03/25/2024","6,853.10","6,879.75","6,886.53","6,843.50","95.50K","-0.42%"
"03/22/2024","6,881.97","6,917.68","6,919.76","6,871.45","98.09K","-1.17%"
"03/21/2024","6,963.22","6,875.24","6,963.22","6,875.24","87.23K","1.55%"
"03/20/2024","6,856.77","6,856.02","6,871.22","6,840.70","93.05K","0.12%"
"03/19/2024","6,848.43","6,851.35","6,900.59","6,831.18","118.53K","-0.07%"
"03/18/2024","6,853.29","6,838.03","6,910.29","6,838.03","76.90K","0.45%"
"03/15/2024","6,822.32","6,946.70","6,946.70","6,790.96","405.52K","-2.09%"
"03/14/2024","6,967.96","6,962.44","6,989.38","6,939.01","118.45K","0.04%"
"03/13/2024","6,965.51","6,890.23","6,980.64","6,889.56","122.38K","1.25%"
"03/12/2024","6,879.59","6,885.92","6,928.41","6,878.49","101.35K","0.11%"
"03/11/2024","6,872.24","6,939.54","6,939.54","6,852.21","79.76K","-1.01%"
"03/08/2024","6,942.21","6,839.74","6,942.21","6,835.53","75.81K","1.53%"
"03/07/2024","6,837.34","6,849.63","6,851.86","6,806.46","76.93K","-0.60%"
"03/06/2024","6,878.54","6,882.43","6,894.48","6,856.38","89.11K","-0.39%"
"03/05/2024","6,905.46","6,969.08","6,981.84","6,905.46","88.75K","-0.66%"
"03/04/2024","6,951.67","6,923.24","7,021.04","6,908.81","80.58K","0.46%"
"03/01/2024","6,919.59","6,931.32","7,005.30","6,919.59","57.47K","-0.36%"
"02/29/2024","6,944.71","6,885.65","6,944.71","6,885.65","153.07K","0.99%"
"02/28/2024","6,876.52","6,859.28","6,878.23","6,838.05","68.06K","0.23%"
"02/27/2024","6,860.67","6,887.36","6,887.36","6,842.33","91.39K","-0.45%"
"02/26/2024","6,891.49","6,918.73","6,941.85","6,891.49","59.68K","-0.31%"
"02/23/2024","6,913.21","6,915.25","6,990.65","6,913.21","71.38K","0.15%"
"02/22/2024","6,903.15","6,899.61","6,922.50","6,896.53","72.26K","0.08%"
"02/21/2024","6,897.36","6,846.53","6,897.36","6,833.92","84.92K","0.62%"
"02/20/2024","6,854.66","6,818.14","6,860.80","6,818.14","73.24K","0.82%"
"02/19/2024","6,798.61","6,882.32","6,901.31","6,798.61","92.81K","-1.09%"
"02/16/2024","6,873.23","6,893.22","6,916.43","6,873.23","93.23K","-0.13%"
"02/15/2024","6,882.15","6,862.38","6,918.15","6,855.73","83.44K","0.40%"
"02/14/2024","6,854.53","6,810.64","6,854.53","6,780.73","82.30K","0.39%"
"02/13/2024","6,827.92","6,824.08","6,848.57","6,824.08","99.30K","0.30%"
"02/12/2024","6,807.82","6,856.45","6,891.69","6,807.82","74.92K","-0.62%"
"02/08/2024","6,850.16","6,844.61","6,931.55","6,844.61","112.16K","0.29%"
"02/07/2024","6,830.04","6,772.93","6,877.61","6,772.93","104.63K","1.11%"
"02/06/2024","6,755.26","6,756.72","6,774.21","6,695.82","80.13K","0.40%"
"02/05/2024","6,728.22","6,702.12","6,760.41","6,702.12","69.86K","0.31%"
"02/02/2024","6,707.25","6,652.48","6,765.38","6,652.04","136.87K","1.27%"
"02/01/2024","6,623.01","6,623.94","6,644.11","6,601.34","65.61K","-0.35%"
"01/31/2024","6,646.44","6,633.45","6,722.32","6,633.45","97.11K","0.37%"
"01/30/2024","6,622.01","6,636.04","6,662.44","6,622.01","82.95K","-0.13%"
"01/29/2024","6,630.68","6,680.68","6,689.18","6,630.68","54.80K","-0.83%"
"01/26/2024","6,686.09","6,674.44","6,686.09","6,643.83","72.46K","0.19%"
"01/25/2024","6,673.50","6,676.40","6,687.12","6,642.70","88.46K","-0.10%"
"01/24/2024","6,679.96","6,630.26","6,679.96","6,626.82","76.56K","0.88%"
"01/23/2024","6,621.88","6,594.29","6,624.43","6,593.07","67.11K","0.58%"
"01/22/2024","6,583.47","6,532.83","6,583.47","6,532.83","74.95K","1.23%"
"01/19/2024","6,503.54","6,528.68","6,528.68","6,496.96","66.05K","-0.11%"
"01/18/2024","6,510.87","6,567.29","6,570.30","6,500.31","86.73K","-0.94%"
"01/17/2024","6,572.51","6,647.08","6,663.68","6,567.76","133.28K","-0.97%"
"01/16/2024","6,637.00","6,681.67","6,696.25","6,637.00","89.84K","-0.65%"
"01/15/2024","6,680.45","6,655.99","6,695.41","6,650.41","70.26K","0.56%"
"01/12/2024","6,643.18","6,619.91","6,676.54","6,619.91","70.18K","0.45%"
"01/11/2024","6,613.73","6,562.37","6,637.70","6,562.37","78.72K","1.03%"
"01/10/2024","6,546.11","6,587.67","6,593.77","6,546.11","83.99K","-1.09%"
"01/09/2024","6,618.52","6,628.55","6,678.35","6,618.52","96.50K","0.14%"
"01/08/2024","6,609.22","6,633.21","6,661.25","6,609.22","85.28K","-0.31%"
"01/05/2024","6,629.64","6,606.24","6,629.64","6,583.06","99.35K","0.41%"
"01/04/2024","6,602.52","6,505.11","6,602.92","6,493.37","88.79K","1.59%"
"01/03/2024","6,498.88","6,539.81","6,544.90","6,483.80","43.71K","-0.84%"
"01/02/2024","6,554.04","6,478.52","6,555.61","6,464.34","63.59K","1.61%"
"12/29/2023","6,450.04","6,514.75","6,523.83","6,450.04","77.99K","-1.06%"
"12/28/2023","6,519.11","6,478.60","6,519.11","6,472.29","60.97K","0.87%"
"12/27/2023","6,462.80","6,499.60","6,500.54","6,462.80","86.89K","-0.59%"
"12/22/2023","6,501.00","6,466.93","6,501.00","6,459.68","158.29K","0.49%"
"12/21/2023","6,469.23","6,486.27","6,496.42","6,428.12","204.16K","-0.79%"
"12/20/2023","6,520.75","6,521.96","6,566.41","6,500.97","197.43K","-0.01%"
"12/19/2023","6,521.27","6,476.38","6,524.58","6,447.89","114.51K","0.71%"
"12/18/2023","6,475.50","6,459.91","6,516.33","6,452.42","118.39K","-0.05%"
"12/15/2023","6,478.44","6,402.75","6,478.44","6,396.48","238.18K","1.06%"
"12/14/2023","6,410.48","6,280.26","6,411.24","6,280.26","156.48K","2.47%"
"12/13/2023","6,255.74","6,256.67","6,306.01","6,245.66","54.46K","-0.58%"
"12/12/2023","6,292.39","6,225.75","6,292.39","6,206.88","61.80K","1.03%"
"12/11/2023","6,228.29","6,203.39","6,228.29","6,167.21","107.10K","-0.10%"
"12/07/2023","6,234.77","6,304.71","6,306.42","6,227.72","72.60K","-1.13%"
"12/06/2023","6,305.85","6,306.39","6,306.39","6,273.97","81.93K","-0.05%"
"12/05/2023","6,308.95","6,287.39","6,308.95","6,235.58","70.08K","0.39%"
"12/04/2023","6,284.37","6,237.87","6,284.37","6,234.32","52.63K","0.63%"
"12/01/2023","6,245.18","6,230.87","6,254.03","6,221.52","57.77K","0.34%"
"11/30/2023","6,223.73","6,258.87","6,259.28","6,207.07","142.84K","-0.66%"
"11/29/2023","6,265.14","6,306.96","6,329.42","6,265.14","91.17K","-0.70%"
"11/28/2023","6,309.57","6,274.16","6,310.97","6,274.16","108.24K","0.64%"
"11/24/2023","6,269.50","6,249.79","6,271.63","6,237.66","57.08K","0.37%"
"11/23/2023","6,246.20","6,249.46","6,259.66","6,230.26","51.28K","-0.11%"
"11/22/2023","6,253.18","6,201.85","6,253.18","6,201.85","59.57K","0.71%"
"11/21/2023","6,208.83","6,196.99","6,219.06","6,183.05","91.84K","0.41%"
"11/20/2023","6,183.63","6,206.31","6,211.97","6,174.52","70.90K","-0.45%"
"11/17/2023","6,211.89","6,172.39","6,232.12","6,171.17","84.99K","0.33%"
"11/16/2023","6,191.48","6,177.63","6,191.48","6,164.20","78.09K","0.33%"
"11/15/2023","6,171.13","6,114.58","6,173.26","6,106.59","75.52K","0.99%"
"11/14/2023","6,110.88","6,122.39","6,128.07","6,079.15","62.57K","-0.09%"
"11/13/2023","6,116.14","6,158.22","6,158.76","6,114.34","37.99K","-0.74%"
"11/10/2023","6,161.89","6,189.00","6,189.00","6,127.96","61.69K","-0.43%"
"11/09/2023","6,188.22","6,155.65","6,203.72","6,155.65","85.78K","0.54%"
"11/08/2023","6,155.03","6,133.19","6,155.03","6,103.64","64.98K","0.39%"
"11/07/2023","6,131.32","6,081.44","6,131.32","6,055.68","54.65K","0.88%"
"11/06/2023","6,078.03","6,006.59","6,078.03","6,006.59","56.56K","1.48%"
"11/03/2023","5,989.27","6,039.38","6,083.69","5,989.27","81.72K","0.26%"
"10/31/2023","5,973.78","5,971.74","5,980.82","5,920.47","86.56K","0.20%"
"10/27/2023","5,961.99","5,996.20","5,999.55","5,956.86","82.44K","-0.94%"
"10/26/2023","6,018.49","6,051.26","6,051.26","5,974.17","85.86K","-0.59%"
"10/25/2023","6,054.50","6,050.10","6,080.49","6,026.43","71.29K","0.24%"
"10/24/2023","6,039.72","6,086.44","6,103.62","6,039.72","49.96K","-0.80%"
"10/23/2023","6,088.44","6,135.70","6,139.05","6,065.37","58.04K","-0.89%"
"10/20/2023","6,142.90","6,208.50","6,208.50","6,142.90","77.02K","-1.23%"
"10/19/2023","6,219.16","6,263.22","6,263.22","6,216.10","87.21K","-0.78%"
"10/18/2023","6,268.27","6,278.50","6,290.05","6,255.03","148.61K","-0.20%"
"10/17/2023","6,280.90","6,215.13","6,286.21","6,215.13","97.77K","1.32%"
"10/16/2023","6,198.83","6,261.72","6,265.85","6,198.83","71.91K","-1.08%"
"10/13/2023","6,266.34","6,264.66","6,283.50","6,260.50","55.47K","0.05%"
"10/12/2023","6,263.06","6,266.04","6,283.72","6,234.60","71.10K","0.15%"
"10/11/2023","6,253.96","6,280.85","6,308.05","6,253.96","121.68K","-0.16%"
"10/10/2023","6,264.07","6,265.86","6,303.44","6,263.74","141.42K","0.19%"
"10/09/2023","6,252.16","6,238.17","6,271.72","6,227.25","79.14K","-0.12%"
"10/06/2023","6,259.95","6,196.05","6,270.89","6,166.69","85.45K","1.32%"
"10/05/2023","6,178.60","6,266.00","6,289.67","6,178.60","108.62K","-1.90%"
"10/04/2023","6,298.20","6,289.30","6,298.20","6,270.36","68.66K","-0.12%"
"10/03/2023","6,305.99","6,304.09","6,307.94","6,253.33","96.67K","0.02%"
"10/02/2023","6,304.53","6,334.00","6,339.29","6,304.53","68.78K","-0.26%"
"09/29/2023","6,321.24","6,383.41","6,392.09","6,321.24","154.27K","-1.01%"
"09/28/2023","6,385.52","6,365.65","6,412.94","6,335.47","72.95K","0.17%"
"09/27/2023","6,374.68","6,254.35","6,374.68","6,245.73","103.87K","1.77%"
"09/26/2023","6,263.94","6,183.54","6,280.72","6,171.78","108.39K","1.48%"
"09/25/2023","6,172.84","6,156.87","6,191.46","6,118.14","134.32K","0.49%"
"09/22/2023","6,142.79","6,096.88","6,142.79","6,086.78","76.80K","0.79%"
"09/21/2023","6,094.71","6,053.96","6,094.71","6,043.13","96.47K","0.89%"
"09/20/2023","6,041.04","6,049.02","6,061.65","5,998.31","86.91K","-0.11%"
"09/19/2023","6,047.97","6,121.07","6,121.16","6,034.36","66.30K","-1.25%"
"09/18/2023","6,124.57","6,157.22","6,159.68","6,085.17","66.70K","-0.03%"
"09/15/2023","6,126.34","6,202.89","6,216.46","6,126.34","167.19K","-1.32%"
"09/14/2023","6,208.40","6,156.65","6,208.40","6,149.29","66.61K","0.96%"
"09/13/2023","6,149.18","6,235.82","6,239.40","6,149.18","91.99K","-1.30%"
"09/12/2023","6,230.20","6,238.89","6,260.87","6,230.20","101.79K","-0.06%"
"09/11/2023","6,233.74","6,217.56","6,233.74","6,198.50","75.25K","0.17%"
"09/08/2023","6,222.94","6,193.40","6,222.94","6,173.10","48.73K","0.64%"
"09/07/2023","6,183.07","6,223.75","6,223.75","6,170.07","68.14K","-0.94%"
"09/06/2023","6,241.69","6,243.37","6,245.74","6,205.80","61.60K","0.27%"
"09/05/2023","6,225.00","6,211.75","6,258.50","6,193.91","63.90K","0.17%"
"09/04/2023","6,214.68","6,195.37","6,217.74","6,183.74","1.77M","0.54%"
"09/01/2023","6,181.06","6,215.55","6,220.25","6,179.88","616.72K","0.09%"
"08/31/2023","6,175.25","6,291.95","6,291.95","6,175.25","160.63K","-1.91%"
"08/30/2023","6,295.29","6,224.81","6,300.44","6,224.81","131.53K","1.13%"
"08/29/2023","6,225.00","6,161.03","6,225.00","6,142.15","126.44K","1.05%"
"08/25/2023","6,160.61","6,222.30","6,222.30","6,144.03","74.80K","-1.05%"
"08/24/2023","6,225.78","6,204.30","6,278.18","6,204.30","67.89K","0.75%"
"08/23/2023","6,179.63","6,225.30","6,225.30","6,179.63","86.04K","-0.53%"
"08/22/2023","6,212.39","6,286.92","6,291.04","6,212.39","107.89K","-1.24%"
"08/18/2023","6,290.27","6,352.08","6,366.08","6,290.27","120.28K","-1.17%"
"08/17/2023","6,364.97","6,393.53","6,409.98","6,353.74","95.53K","-0.70%"
"08/16/2023","6,410.09","6,333.20","6,410.09","6,322.10","98.49K","1.17%"
"08/15/2023","6,335.91","6,337.67","6,370.43","6,297.17","128.56K","0.11%"
"08/14/2023","6,329.19","6,404.27","6,404.27","6,306.81","187.27K","-1.20%"
"08/11/2023","6,405.91","6,457.05","6,458.77","6,405.91","100.78K","-0.68%"
"08/10/2023","6,449.66","6,508.78","6,508.78","6,446.80","112.31K","-1.24%"
"08/09/2023","6,530.45","6,490.09","6,530.45","6,478.74","94.69K","0.89%"
"08/08/2023","6,472.97","6,517.13","6,541.64","6,465.98","142.77K","-0.53%"
"08/07/2023","6,507.78","6,498.59","6,522.59","6,485.03","77.72K","0.88%"
"08/04/2023","6,450.84","6,580.49","6,590.65","6,450.84","194.16K","-1.91%"
"08/03/2023","6,576.76","6,496.86","6,576.76","6,496.86","75.56K","1.44%"
"08/02/2023","6,483.28","6,607.05","6,616.26","6,475.80","92.94K","-1.68%"
"08/01/2023","6,593.80","6,627.56","6,641.92","6,593.80","86.22K","0.04%"
"07/31/2023","6,591.47","6,632.60","6,678.29","6,591.47","79.46K","-0.51%"
"07/28/2023","6,625.26","6,664.62","6,671.61","6,625.26","65.74K","-0.79%"
"07/27/2023","6,677.92","6,660.12","6,677.92","6,627.59","78.36K","-0.02%"
"07/26/2023","6,679.13","6,683.22","6,683.22","6,622.61","79.48K","0.27%"
"07/25/2023","6,661.11","6,650.62","6,698.41","6,650.62","103.89K","0.45%"
"07/24/2023","6,631.25","6,653.55","6,677.48","6,631.25","88.49K","-0.25%"
"07/21/2023","6,647.56","6,620.03","6,689.04","6,620.03","88.16K","0.52%"
"07/20/2023","6,613.50","6,547.80","6,645.36","6,547.80","103.49K","1.09%"
"07/19/2023","6,541.91","6,539.23","6,564.17","6,530.33","62.08K","0.20%"
"07/18/2023","6,528.80","6,560.37","6,610.57","6,528.80","54.33K","-0.34%"
"07/17/2023","6,550.76","6,604.91","6,610.89","6,550.76","63.66K","-1.12%"
"07/14/2023","6,624.79","6,581.40","6,624.79","6,526.44","129.16K","0.70%"
"07/13/2023","6,578.49","6,475.66","6,579.04","6,475.66","92.59K","1.73%"
