Date,Open,High,Low,Close,Volume
2016-05-19,7537.312051530283,7537.312051530283,7425.4208984375,7425.4208984375,122500
2016-05-20,7389.010070419453,7393.698806116118,7293.40428437805,7297.1533203125,110700
2016-05-23,7318.767895521268,7349.179996983972,7304.8115234375,7304.8115234375,94300
2016-05-24,7307.150931143034,7362.066986612253,7302.682353565275,7354.8291015625,121300
2016-05-25,7394.098524352405,7464.800557372693,7394.098524352405,7462.03125,0
2016-05-26,7436.977580812499,7452.593193875932,7352.279147732466,7374.4833984375,113100
2016-05-27,7391.969422068378,7429.019953868802,7372.06438399549,7409.77490234375,152600
2016-05-30,7407.105044664055,7463.310806318373,7407.105044664055,7462.4208984375,116400
2016-05-31,7476.967434664791,7517.236864537806,7399.697265625,7399.697265625,206400
2016-06-01,7445.355555227612,7505.540274919556,7432.638610360268,7498.86181640625,126200
2016-06-02,7504.849993944378,7551.658270201117,7462.6708984375,7462.6708984375,138900
2016-06-03,7509.77896561012,7531.543388838237,7495.602435051239,7512.28857421875,129100
2016-06-06,7547.929420595971,7604.89475434204,7533.572760366554,7596.26708984375,0
2016-06-07,7643.384436470543,7742.548875602163,7632.417042128829,7708.5576171875,264400
2016-06-08,7722.274036229629,7790.336612533552,7720.8046875,7720.8046875,190000
2016-06-09,7723.563742850937,7723.563742850937,7534.71240234375,7534.71240234375,105800
2016-06-10,7565.794710946206,7614.981769659761,7508.00927734375,7508.00927734375,150800
2016-06-13,7508.379497567155,7552.4580078125,7405.316153553255,7552.4580078125,161000
2016-06-14,7514.747665653474,7514.747665653474,7412.463910589977,7458.2021484375,105900
2016-06-15,7453.193118015774,7519.666257425807,7449.644226000449,7499.72119140625,117700
2016-06-16,7514.147695003533,7574.871824917182,7511.488222679327,7562.525390625,116700
2016-06-17,7605.994352513677,7654.361797883373,7605.994352513677,7620.1103515625,123500
2016-06-20,7630.137937728436,7676.106097063553,7622.119980088506,7663.359375,147600
2016-06-21,7699.920113539997,7779.169756553877,7698.710463625381,7765.2333984375,208500
2016-06-22,7765.44295476103,7775.600498863849,7754.3759765625,7754.3759765625,162000
2016-06-23,7759.384453828585,7761.053946371358,7709.577438146812,7727.79248046875,139400
2016-06-24,7769.7520616239935,7811.571386196916,7536.242282840993,7627.7587890625,216600
2016-06-27,7569.383841854855,7713.91650390625,7486.584818599205,7713.91650390625,152900
2016-06-28,7709.897563728145,7709.897563728145,7649.373086328511,7664.71923828125,93900
2016-06-29,7713.416390953537,7796.52490234375,7712.196977964094,7796.52490234375,139900
2016-06-30,7817.129857196016,7978.698171023854,7766.442696764929,7794.24560546875,298700
2016-07-01,7809.19193516007,7876.494451446995,7809.19193516007,7828.3369140625,137400
2016-07-04,7854.650227968359,7877.634552303006,7830.116497350512,7844.52294921875,118700
2016-07-05,7870.935970117672,7908.846143489676,7795.935236830933,7806.12255859375,194100
2016-07-07,7814.250457761608,7816.659994438301,7746.878133025542,7751.466796875,134100
2016-07-08,7750.626929450831,7772.391351940655,7750.026986078845,7769.52197265625,177800
2016-07-11,7828.486965883504,7888.531584473808,7825.497500226187,7863.248046875,194400
2016-07-12,7879.514012498354,7935.90966796875,7878.284348208053,7935.90966796875,232000
2016-07-13,7949.006005509795,8003.672125876848,7941.97802734375,7941.97802734375,305500
2016-07-14,7951.345433548279,7962.02237545294,7903.847393850702,7954.0947265625,141700
2016-07-15,7966.581222809523,8035.343813483831,7966.581222809523,8027.99560546875,180000
2016-07-18,8022.416929086622,8022.416929086622,7967.301219875552,7984.19677734375,83500
2016-07-19,7999.063168738914,8033.94384765625,7997.013402864731,8033.94384765625,140400
2016-07-20,8032.694365491741,8049.900390625,8021.217336045036,8049.900390625,110000
2016-07-21,8048.190136706215,8100.216796875,8021.247358133754,8100.216796875,165100
2016-07-22,8101.36713070009,8116.353023545053,8023.287109375,8023.287109375,136200
2016-07-25,8063.466484268233,8112.253743104064,8036.043360460221,8047.060546875,148100
2016-07-26,8059.887352558408,8090.879382925705,8022.47705078125,8022.47705078125,167100
2016-07-27,8044.001292773806,8098.3974609375,8042.851686053785,8098.3974609375,172200
2016-07-28,8105.145848111559,8105.145848111559,7975.23931047417,8022.9169921875,0
2016-07-29,8019.158402887222,8061.936954842227,7961.06298828125,7961.06298828125,127700
2016-08-01,8004.661727889736,8076.902915897329,8004.661727889736,8067.7353515625,95500
2016-08-02,8073.05387434929,8073.05387434929,8008.570456441196,8035.71337890625,135900
2016-08-03,8025.206499318127,8025.206499318127,7846.712356429364,7886.412109375,141200
2016-08-04,7907.076451725133,7976.5185546875,7905.406959182699,7976.5185546875,107000
2016-08-05,7984.266890976091,7985.116770109445,7953.6248673806,7968.30126953125,77700
2016-08-08,7988.095608471997,7991.52490234375,7954.994257845712,7991.52490234375,125500
2016-08-09,8010.699839434267,8061.946915316634,8004.88151138022,8052.9892578125,187500
2016-08-10,8051.349578357072,8056.957999475341,8017.578477183517,8049.330078125,159400
2016-08-11,8056.808194494452,8056.808194494452,7968.921125377506,7979.29833984375,209400
2016-08-12,8018.777727579028,8028.875228552747,7930.840380689605,7953.814453125,180900
2016-08-15,7947.596456978959,7958.12353515625,7892.530538745199,7958.12353515625,155700
2016-08-16,7967.181371817066,7981.32763671875,7942.34791351697,7981.32763671875,165900
2016-08-17,7997.753304089245,8000.222395684015,7928.351230105129,7944.14697265625,188100
2016-08-18,7946.256530547394,7991.904948913973,7934.259615394504,7950.765625,124700
2016-08-19,7957.454035684627,7962.812521229963,7914.6349668958255,7928.71142578125,167000
2016-08-22,7936.569056826202,7979.158203125,7932.940107160487,7979.158203125,107700
2016-08-23,7961.052880718769,7964.28203079852,7910.915871309709,7933.14013671875,117300
2016-08-24,7936.65956860531,7936.65956860531,7828.397365276671,7864.10791015625,162700
2016-08-25,7868.407048185181,7868.407048185181,7837.584895063066,7852.52099609375,141100
2016-08-26,7847.591714273397,7847.591714273397,7802.273290594132,7843.47314453125,195700
2016-08-30,7861.128458292467,7861.128458292467,7717.155714431985,7792.92626953125,236300
2016-08-31,7768.792348292918,7800.804136216167,7705.398493330587,7785.3681640625,223600
2016-09-01,7773.780615027855,7778.389781258802,7644.333924147588,7771.3115234375,224900
2016-09-02,7767.922239081837,7827.687142731126,7767.922239081837,7805.41259765625,122600
2016-09-05,7778.139906234441,7805.922800633436,7745.0683328123805,7762.0537109375,94000
2016-09-06,7767.692581825779,7769.752110838838,7695.431377684015,7717.19580078125,127900
2016-09-07,7721.15489704538,7721.15489704538,7595.366926762622,7617.1416015625,295200
2016-09-08,7586.828721994001,7665.648784301807,7534.132312703271,7665.0986328125,197000
2016-09-09,7676.775853604565,7676.925717409598,7579.8408203125,7579.8408203125,113700
2016-09-13,7568.044247008832,7569.063516171977,7525.824634277943,7548.3291015625,138400
2016-09-14,7524.364930352527,7544.06982421875,7491.713658588416,7544.06982421875,169800
2016-09-15,7535.202718785513,7706.4384765625,7508.689516211424,7706.4384765625,114100
2016-09-16,7681.694630488435,7681.694630488435,7547.379071092338,7551.81787109375,176200
2016-09-19,7568.693719660941,7574.891832743026,7517.876709985811,7573.89208984375,86300
2016-09-20,7588.238732412704,7669.748046875,7588.238732412704,7669.748046875,109000
2016-09-21,7684.2838344607535,7684.2838344607535,7630.28795329742,7673.44677734375,123100
2016-09-22,7712.066616634555,7768.372449869615,7710.30730342382,7760.3544921875,133600
2016-09-23,7766.313214334879,7779.929830470979,7691.01275107848,7721.61474609375,115900
2016-09-26,7713.336611134464,7713.336611134464,7613.49265358848,7630.498046875,91100
2016-09-27,7625.039220395218,7625.039220395218,7536.06210087048,7555.39697265625,122100
2016-09-28,7557.356719298782,7601.855532036373,7552.997976701572,7585.009765625,83800
2016-09-29,7609.083331463303,7712.87646484375,7603.464659140887,7712.87646484375,186600
2016-09-30,7707.788017321141,7707.788017321141,7627.7685546875,7627.7685546875,102200
2016-10-03,7641.375051246084,7675.75634765625,7641.375051246084,7675.75634765625,78200
2016-10-04,7668.248441356114,7717.255859375,7664.429110938857,7717.255859375,97300
2016-10-05,7704.679099581075,7704.679099581075,7605.124619286245,7637.826171875,80000
2016-10-06,7633.787007801058,7640.745179477644,7607.05364778306,7618.201171875,86000
2016-10-07,7619.610455576222,7626.888857386248,7548.948938553768,7576.341796875,147500
2016-10-10,7582.510159564801,7584.40957348456,7522.035964082508,7532.77294921875,51000
2016-10-11,7527.244432594897,7564.064553595303,7508.31912373912,7518.88623046875,103700
2016-10-12,7492.723078720671,7493.563194708259,7391.608944444624,7427.90966796875,135600
2016-10-13,7379.68235334465,7391.958981500321,7310.30029296875,7310.30029296875,198900
2016-10-14,7319.827920794464,7401.90691468119,7319.827920794464,7387.400390625,148000
2016-10-17,7376.862881250123,7424.65088602523,7356.318359375,7356.318359375,111600
2016-10-18,7360.047433217725,7569.20361328125,7355.258625513837,7569.20361328125,142900
2016-10-19,7577.011756145082,7719.5849609375,7574.402563740598,7719.5849609375,178400
2016-10-20,7703.479071364226,7718.04515002943,7655.021805209859,7711.3369140625,107200
2016-10-21,7712.196935425179,7712.196935425179,7643.434344724,7648.25341796875,69900
2016-10-24,7591.407908762368,7612.622668722509,7569.493621638167,7607.35400390625,91300
2016-10-25,7597.576090564171,7622.809836154892,7578.271484375,7578.271484375,87200
2016-10-26,7540.420777951213,7544.929872304307,7476.627124454909,7492.4833984375,114400
2016-10-27,7494.122653879616,7495.192691214209,7422.721093270046,7443.22607421875,117800
2016-10-28,7441.006312421185,7445.695048021608,7315.8387948190175,7402.89599609375,103000
2016-11-02,7369.785256507078,7372.674162149125,7235.479457184572,7250.53564453125,149500
2016-11-03,7228.511441140992,7250.685427016704,7127.267454600652,7159.0693359375,183100
2016-11-04,7172.555609021638,7225.51220703125,7158.769114907468,7225.51220703125,130800
2016-11-07,7200.048593952788,7230.321083593642,7163.058105111148,7195.33984375,0
2016-11-08,7305.92138671875,7305.92138671875,7305.92138671875,7305.92138671875,0
2016-11-09,7323.527026950256,7327.3561204843345,7036.380647262561,7117.2099609375,0
2016-11-10,7230.640793535969,7252.405216805756,7170.806081111442,7180.02392578125,0
2016-11-11,7144.252918912965,7151.661170359029,6969.788011571276,6973.296875,177800
2016-11-14,6937.526018470367,6943.474195880375,6864.174764142692,6869.71337890625,0
2016-11-15,6881.340494714977,6946.82365731976,6855.38720703125,6855.38720703125,0
2016-11-16,6899.1256957467085,6999.559828643235,6899.1256957467085,6964.48876953125,0
2016-11-17,6997.5804275086575,7113.930390470986,6991.862171418181,7048.3076171875,0
2016-11-18,7069.422437466163,7080.779380478312,7035.770934200074,7065.9130859375,67200
2016-11-21,7071.301994034461,7082.899109922301,6945.824002141975,6977.26611328125,0
2016-11-22,6971.957006270676,6971.957006270676,6800.98095703125,6800.98095703125,0
2016-11-23,6820.316245226093,6834.8828125,6720.582122350848,6834.8828125,0
2016-11-24,6845.309480593528,6871.54296875,6806.419579198631,6871.54296875,0
2016-11-25,6882.520454090613,6903.155285327527,6843.960544123139,6888.0087890625,66500
2016-11-28,6900.315736906545,6905.31445171113,6784.515431638597,6823.6455078125,0
2016-11-29,6821.846034345256,6823.785477073389,6767.369807139427,6779.45703125,234400
2016-12-01,6900.3659078404535,6941.41541174533,6863.10546875,6863.10546875,0
2016-12-02,6878.900974675408,6900.575576713597,6832.892786402684,6884.9697265625,152200
2016-12-05,6900.735158428119,6900.735158428119,6774.66796875,6774.66796875,0
2016-12-06,6806.759644795439,6833.733178242123,6750.194598680364,6804.390625,0
2016-12-07,6808.489639120634,6865.044921875,6788.194564410757,6865.044921875,0
2016-12-08,6928.318643353479,7020.57470703125,6902.135434344042,7020.57470703125,0
2016-12-09,7042.599288044299,7044.018844907705,7017.185900730361,7041.349609375,126500
2016-12-12,7046.928379515102,7046.928379515102,6843.080400796543,6867.12451171875,0
2016-12-13,6872.392848667961,6879.14111328125,6797.472173895544,6879.14111328125,0
2016-12-14,6886.838827709137,6926.55859375,6886.838827709137,6926.55859375,0
2016-12-15,6889.888605163247,6889.888605163247,6835.602270477529,6853.5478515625,0
2016-12-16,6853.4778392305225,6879.440889306359,6823.565121231481,6848.94873046875,185700
2016-12-19,6841.490731471743,6846.609532375163,6681.631936330838,6712.40380859375,0
2016-12-20,6706.265637752876,6708.435001749912,6587.995759301518,6656.9482421875,0
2016-12-21,6685.370906106206,6730.469661909828,6679.302642155014,6684.64111328125,0
2016-12-22,6662.836553317675,6674.883748525655,6562.462460709806,6585.4765625,0
2016-12-23,6543.846948931406,6561.982421875,6497.329126444422,6561.982421875,111900
2016-12-27,6577.5188388298575,6656.48876953125,6574.159839168876,6656.48876953125,0
2016-12-28,6687.220181536697,6844.6796875,6675.343353101407,6844.6796875,0
2016-12-29,6844.789496197113,6853.607540916782,6795.912417720497,6838.88134765625,0
2017-01-03,6838.301848944917,6859.54638671875,6745.065567208044,6859.54638671875,56100
2017-01-04,6872.912734724337,7039.249842218072,6872.912734724337,7029.142578125,204000
2017-01-05,7050.046860808363,7278.048286153833,7047.527489163164,7207.58642578125,223900
2017-01-06,7182.61306527018,7287.635865001123,7179.843757822664,7246.3369140625,205900
2017-01-09,7253.315010051637,7274.46923828125,7208.946048288217,7274.46923828125,110300
2017-01-10,7276.698805728007,7369.944849404743,7274.849671810882,7362.44677734375,256700
2017-01-11,7360.3475187072945,7400.636962951599,7314.898756651929,7319.9375,162000
2017-01-12,7333.774198388652,7345.930740173676,7258.843272358949,7262.68212890625,127400
2017-01-13,7254.854696191554,7268.980946569682,7225.30223673888,7236.6591796875,109400
2017-01-16,7241.68765385092,7277.608592806484,7223.57268308647,7236.58935546875,105000
2017-01-17,7242.167704563461,7242.167704563461,7121.4990234375,7121.4990234375,223300
2017-01-18,7134.315254415513,7163.3077987439465,7128.057098126947,7154.52001953125,91900
2017-01-19,7182.143403212236,7244.21728515625,7170.346143815092,7244.21728515625,128200
2017-01-20,7250.575481411624,7253.304760055967,7202.417943078302,7230.80078125,128600
2017-01-23,7240.757989777104,7372.4541015625,7235.469310820005,7372.4541015625,132800
2017-01-24,7371.994284112057,7382.681477097473,7338.65276088103,7368.7548828125,180700
2017-01-25,7381.781855120993,7396.387962252918,7321.47705078125,7321.47705078125,153100
2017-01-26,7318.757968065077,7359.887039318715,7318.757968065077,7330.7548828125,148200
2017-01-27,7336.333791201517,7364.14646382593,7331.78466796875,7331.78466796875,150000
2017-01-30,7349.000260599599,7375.03360490173,7334.82373046875,7334.82373046875,79500
2017-01-31,7326.016251185279,7342.042404009298,7227.8017578125,7227.8017578125,112000
2017-02-01,7295.844240864237,7298.333346936343,7207.876625524399,7225.59228515625,89800
2017-02-02,7226.991920068633,7280.168188988156,7206.287282631376,7224.052734375,120500
2017-02-03,7221.482797505512,7225.242084689228,7184.592381746438,7224.84228515625,140200
2017-02-06,7242.447934013016,7292.52490234375,7241.787947453872,7292.52490234375,165300
2017-02-07,7281.9774571841635,7281.9774571841635,7239.758333826626,7260.77294921875,118800
2017-02-08,7276.019201303753,7284.566808083332,7219.5835177065455,7232.9599609375,137100
2017-02-09,7236.589590095064,7250.7958984375,7225.992217137676,7250.7958984375,109500
2017-02-10,7255.854565138206,7263.652364829249,7194.900023131105,7233.35009765625,138500
2017-02-13,7239.937909520987,7292.79443359375,7235.369260221988,7292.79443359375,86100
2017-02-14,7277.978791096448,7280.58798350478,7204.9873046875,7204.9873046875,110800
2017-02-15,7215.384957750442,7232.540214624391,7172.45556640625,7172.45556640625,185000
2017-02-16,7174.794988033443,7291.285049707429,7174.794988033443,7281.37744140625,132900
2017-02-17,7287.756051848772,7290.745517571062,7235.0498771205375,7242.927734375,182500
2017-02-20,7250.675821300395,7279.318359375,7250.675821300395,7279.318359375,99700
2017-02-21,7283.057527088525,7283.057527088525,7256.4442528118625,7280.80810546875,99400
2017-02-22,7273.639276345831,7302.572265625,7261.332870748937,7302.572265625,178000
2017-02-23,7310.540128290154,7338.013044518673,7288.335876836319,7333.67431640625,173800
2017-02-24,7327.065998396224,7329.835305784245,7257.1240234375,7257.1240234375,148800
2017-02-27,7264.911589607336,7294.124292309956,7230.61083984375,7230.61083984375,94500
2017-02-28,7237.779050489361,7243.737479306338,7150.611522904272,7210.23583984375,161300
2017-03-01,7166.047597338586,7184.632662483093,7148.77176587546,7168.85693359375,205700
2017-03-02,7181.603568338517,7242.187599562316,7181.603568338517,7233.080078125,122300
2017-03-03,7230.61070017798,7245.2568359375,7195.309720027674,7245.2568359375,100900
2017-03-06,7227.061391187097,7314.688759039518,7214.264877285782,7311.98974609375,150300
2017-03-07,7308.770756282023,7324.1867145852675,7283.377382786884,7292.64501953125,143100
2017-03-08,7312.539327468014,7339.69250063002,7292.6845703125,7292.6845703125,96700
2017-03-09,7296.223928147569,7324.946522815546,7293.57470703125,7293.57470703125,112000
2017-03-10,7296.304213949566,7296.86412858297,7144.43310546875,7144.43310546875,171500
2017-03-13,7211.885833484365,7236.7393061622515,7200.318495307963,7231.23046875,134100
2017-03-14,7251.265399473671,7279.698030133007,7242.137863581006,7259.88330078125,148100
2017-03-15,7266.481608579557,7274.109529963053,7213.10519696842,7251.92529296875,191300
2017-03-16,7277.9884456860655,7318.618135134077,7266.311760657693,7276.72900390625,117400
2017-03-17,7305.131353323585,7415.85288283168,7272.810074444404,7343.1318359375,438500
2017-03-20,7372.554456719339,7378.672512461979,7295.443913411705,7314.68896484375,151400
2017-03-21,7318.037980974282,7359.547325768132,7316.308445281026,7321.42724609375,191800
2017-03-22,7298.583020906029,7298.583020906029,7228.311053333386,7253.06494140625,211500
2017-03-23,7298.013476575255,7314.00936328564,7279.978075256839,7299.15283203125,171100
2017-03-24,7306.771217412556,7315.369104417853,7267.75146484375,7267.75146484375,202700
2017-03-27,7266.771515769782,7274.129486978451,7220.293233097473,7244.107421875,186200
2017-03-28,7274.389190820269,7329.5751953125,7272.729949517579,7329.5751953125,156400
2017-03-29,7318.208036450856,7352.569317963005,7308.1408009255665,7322.1171875,229800
2017-03-30,7325.116183276927,7358.107698774148,7325.116183276927,7330.70458984375,0
2017-03-31,7334.723581205522,7338.752818437923,7299.8126374313,7309.84033203125,153400
2017-04-03,7321.857631111536,7344.111674754861,7315.859173440895,7339.7626953125,152500
2017-04-04,7361.98705466198,7454.343191942843,7352.679389146509,7444.576171875,166200
2017-04-05,7476.577468304767,7582.9099891766755,7474.647788722503,7582.26025390625,245400
2017-04-06,7578.291574551715,7601.945160306316,7527.534606519393,7563.375,311100
2017-04-07,7557.70639120897,7665.358883483268,7551.578084328644,7581.80029296875,283500
2017-04-10,7596.286795241015,7622.240082106356,7578.411021029642,7615.95166015625,168400
2017-04-11,7613.992353287639,7643.134762028835,7586.8689566329695,7599.44580078125,151300
2017-04-12,7598.825778786217,7629.837823699405,7592.767766266381,7627.6787109375,158100
2017-04-17,7613.482340372391,7619.540841186544,7582.390237209406,7586.5791015625,93900
2017-04-18,7592.967222805748,7605.874059777815,7571.762715075313,7587.02880859375,105100
2017-04-19,7584.489544461167,7589.858281045876,7501.001248351909,7521.0458984375,103900
2017-04-20,7500.361425564716,7561.505859375,7492.033488852674,7561.505859375,185000
2017-04-21,7583.090028150446,7607.69356456965,7573.39232662659,7576.2119140625,131300
2017-04-24,7583.410084490903,7597.09650696623,7563.075468995945,7586.92919921875,110800
2017-04-25,7597.946260280965,7717.68549154513,7594.437396881764,7698.48046875,171400
2017-04-26,7706.8682941923935,7731.791572728616,7681.494936080599,7724.4638671875,114000
2017-04-27,7719.175456501466,7719.175456501466,7659.04052734375,7659.04052734375,120400
2017-05-02,7685.313635082084,7718.345179543186,7683.564085007473,7701.11962890625,140600
2017-05-03,7711.876641286495,7729.99209981859,7680.28466796875,7680.28466796875,125500
2017-05-04,7694.241864913783,7765.913378080378,7687.223649911868,7753.75634765625,148500
2017-05-05,7751.06680855297,7906.93688154256,7740.519227980582,7839.97412109375,199200
2017-05-08,7847.872166637638,7960.283203125,7847.872166637638,7960.283203125,234800
2017-05-09,7978.308135396684,8016.328631358755,7911.105690835214,7921.462890625,182000
2017-05-10,7913.025071099312,7941.677858730613,7792.166015625,7792.166015625,209900
2017-05-11,7796.805302880797,7861.948709114511,7771.171757194549,7814.390625,204800
