Date,Close,Open,High,Low,Volume,Change %,SMA,WMA,StochD,AD,PctDiffLow,FFT_Min,FFT_Max,Skewness,Kurtosis,SD
2016-11-09,7119.04,7325.41,7329.24,7038.19,146960.0,-2.58%,-0.04059481901395501,-0.026914290753322263,17.828443037790507,-0.04474828151143878,0.011487328418243948,84.98324834929892,148880.84999999998,0.6557226549448905,0.027147549446377983,0.013596677680392306
2016-11-10,7181.87,7232.5,7254.27,7172.65,113930.0,0.88%,-0.027072882799194887,-0.014042464550660735,21.02171881303124,-0.053009367820200395,0.02041433948216804,286.679999999993,148465.18,0.5344492534614391,-0.24789201034730146,0.013841043580958272
2016-11-11,6975.09,7146.09,7153.5,6971.58,183330.0,-2.88%,-0.04828685560275988,-0.03524938226459864,11.125318439218189,-0.10355624458912095,0.0005034726704707137,51.44933284153947,148126.22999999998,0.3091102856990313,-0.36953644279317066,0.014929128326128228
2016-11-14,6871.48,6939.31,6945.26,6865.94,157420.0,-1.49%,-0.05525360014919425,-0.04149294825063826,7.42504241946844,-0.07863602311279899,0.000806881504935954,196.06409631162464,147671.5,0.3089231006063533,-0.3517673860404167,0.014886532590005322
2016-11-15,6857.15,6883.11,6948.61,6857.15,142130.0,-0.21%,-0.05020802895912709,-0.03602978193597197,0.40091163609793895,-0.17203085621653838,0.0,38.23999999999069,147230.8,0.4213054551405273,-0.07317098237365949,0.014545683949872467
2016-11-16,6966.28,6900.9,7001.36,6900.9,92970.0,1.59%,-0.029195529047959193,-0.016015647874239765,5.517477997290719,-0.11771912796905239,0.015914775088775965,44.444234705419284,146698.65,0.2811523777479057,-0.48827784204011726,0.015185458466547695
2016-11-17,7050.12,6999.38,7115.76,6993.66,112900.0,1.20%,-0.013147412270598145,-0.001810962543676659,15.325112872884255,-0.1788131464785997,0.02814142901934481,101.98000000001048,146306.72,-0.0199198676815996,-0.7508380116701132,0.0137376839990744
2016-11-18,7067.73,7071.24,7082.6,7037.58,69300.0,0.25%,-0.006935119831817358,0.0021260917074793404,27.213019476775003,-0.25351415602801275,0.03070955134421734,284.05409784054075,145785.69,-0.14419193954826498,-0.6150829203308499,0.012694156741150812
2016-11-21,6979.06,7073.12,7084.72,6947.61,67630.0,-1.25%,-0.015185938928264708,-0.00785739535056624,29.792608651816124,-0.3100806536460061,0.017778523147371834,30.830000000001746,145131.84999999998,-0.01775545876391429,-0.6981038954456911,0.012797615974600765
2016-11-22,6802.73,6973.75,6973.75,6802.73,144830.0,-2.53%,-0.03569728266889633,-0.02769135855876412,19.741616678234028,-0.3346915835037488,0.0,181.12489479309585,144397.58999999997,-0.0022261555449751276,-0.9269451906595982,0.013574013334540789
2016-11-23,6836.64,6822.07,6836.64,6722.31,132140.0,0.50%,-0.027698115239250927,-0.018769655780564696,14.132852644326642,-0.30504463896335526,0.017007546513028993,144.05999999999767,143550.09999999998,-0.09192316156990749,-1.0256326189422131,0.013785717297288095
2016-11-24,6873.31,6847.07,6873.31,6808.17,115430.0,0.54%,-0.018954383568864166,-0.010513138221363646,14.572246112951,-0.2202850587517049,0.02246251660515507,108.87466852481107,142777.43,-0.16559449461932702,-1.1031533486619445,0.013987296569754296
2016-11-25,6889.78,6884.29,6904.93,6845.72,68630.0,0.24%,-0.013511821872550537,-0.005922470057516958,23.769902075472732,-0.18546390258699472,0.024912567257386126,78.30000000000291,142070.52000000002,-0.30385626751878125,-1.0555367932941657,0.013986491609114254
2016-11-28,6825.4,6902.09,6907.09,6786.26,122500.0,-0.93%,-0.017884452834905046,-0.012194685255187595,23.152587613069016,-0.1815071284767525,0.015335502230631915,273.00464901897493,141465.89,-0.2734288142379005,-1.0879712930786125,0.014025905574831287
2016-11-29,6781.2,6823.6,6825.54,6769.11,241740.0,-0.65%,-0.020844523764143214,-0.01539024370884313,18.54961114732521,-0.2390684289198826,0.008760381476010392,93.41000000000349,140846.15,-0.26162782063424256,-1.0957009504725712,0.014032565159782235
2016-12-01,6864.87,6902.14,6943.2,6864.87,202890.0,1.23%,-0.00551174844920634,-0.0020691095578508865,20.372618929324418,-0.26583383048254894,0.02120699580947613,175.19505577067662,140222.55,-0.45368227565493074,-0.9108262143367951,0.013952143635498496
2016-12-02,6886.74,6880.67,6902.35,6834.65,156900.0,0.32%,-0.0014306207949687463,0.001424081617617082,28.641404622735962,-0.20183745870942713,0.024460341757520758,63.972479611783655,139835.02,-0.620333889259253,-0.7084058824075274,0.013804686530047365
2016-12-05,6776.41,6902.51,6902.51,6776.41,178460.0,-1.60%,-0.01645990531366072,-0.012317658612099403,29.534663829241506,-0.3161932634063189,0.008047828796946207,36.75489423994188,139560.85,-0.41301842402988165,-0.9335591960223746,0.013889168356147914
2016-12-06,6806.14,6808.51,6835.49,6751.93,128250.0,0.44%,-0.01162215251039836,-0.006368645124901588,25.61613080865837,-0.2978302748235144,0.012470415675563895,34.13000000000466,139109.89,-0.4903053842476709,-0.9303029907702975,0.013986678727654082
2016-12-07,6866.81,6810.24,6866.81,6789.94,92240.0,0.89%,-0.0017818030559375944,0.0028665667845398477,23.927648578811343,-0.3041673651872925,0.02149558708241661,263.8085404441047,138718.84000000003,-0.5509015284551625,-0.8959995828719842,0.013617524679563198
2016-12-08,7022.38,6917.88,7022.38,6903.91,199990.0,2.27%,0.021127304755336494,0.02273272946298719,46.94375826189671,-0.200836585170178,0.044637929521250834,75.07432197685611,138277.84999999998,-0.48811617833303933,-0.5050762808767564,0.013658516621920322
2016-12-09,7043.16,7044.41,7045.83,7018.99,130400.0,0.30%,0.024410358234196156,0.022461751412865143,69.35240262694647,-0.12932255018525976,0.047729128826251604,12.589999999981956,138181.19,-0.4551263460407558,-0.4481722122715861,0.01350773286837624
2016-12-12,6868.89,7048.74,7048.74,6844.84,160330.0,-2.47%,0.00020802030611035262,-0.002712849226343913,72.0782580668001,-0.11063594145384077,0.021805004529692907,29.247090194582345,138042.47999999998,-0.3513460668568402,-0.6197174637110465,0.0130914460354744
2016-12-13,6880.91,6874.16,6880.91,6799.22,151510.0,0.17%,0.0011442213599627093,-0.0012277026167234351,60.674168976395805,-0.00504073342787823,0.023593080354818424,19.920000000012806,137936.28,-0.5141020217209981,-0.2582659232343252,0.012665145599281249
2016-12-14,6928.34,6888.61,6928.34,6888.61,119250.0,0.69%,0.007085341601261076,0.004581777807894023,50.975170220191295,0.09214545854514929,0.026127344329695337,10.490000000005239,137945.71000000002,-0.6051817432336609,-0.2388507277245675,0.012740818375105024
2016-12-15,6855.31,6891.66,6891.66,6837.36,119530.0,-1.05%,-0.0033438446362551266,-0.005540372406165327,47.617304161991626,0.06599593823554631,0.015311177692896713,67.03781058079724,138016.90000000002,-0.46179465733972813,-0.3233622821842199,0.012436159489174262
2016-12-16,6850.71,6855.24,6881.21,6825.32,191420.0,-0.07%,-0.003608350828981521,-0.00567686192540991,42.51541390114894,0.0609142092645296,0.014629891008941109,100.7449075680078,137905.93,-0.4069405583782573,-0.1571314682659728,0.012068919397881244
2016-12-19,6714.13,6843.25,6848.37,6683.35,133260.0,-1.99%,-0.022342895180246673,-0.022447171820000847,25.51159618792305,0.022079090353035572,0.004605474799314677,6.759999999994761,137706.52000000002,-0.24539779887650448,-0.5797382287896635,0.012716291767221667
2016-12-20,6658.66,6707.99,6710.16,6589.69,190670.0,-0.83%,-0.029182660154091596,-0.02657561500138781,18.909644279891314,0.042726800474088764,0.010466349706890652,73.2704267306914,137352.91999999998,-0.28389093885856265,-0.46988190551629483,0.012573191785553547
2016-12-21,6686.36,6687.09,6732.2,6681.02,155100.0,0.42%,-0.02332840697397219,-0.01922926855790365,14.835697064897213,0.04996830368765365,0.014669885836814793,26.44000000001688,137032.52000000002,-0.32747546272731887,-0.10820651207562504,0.011408599015742916
2016-12-22,6587.17,6664.55,6676.6,6564.15,192990.0,-1.48%,-0.034800217446411326,-0.028861393151387173,13.6112076323504,-0.031682092701641365,0.0035069277819672674,62.83039932492698,136916.15000000002,-0.13911068721615924,-0.4006726152898583,0.011735735511977822
2016-12-23,6563.67,6545.53,6563.67,6499.0,115420.0,-0.36%,-0.03609739539364479,-0.027335694037337866,12.524286207671096,-0.03168547362530039,0.00995076165563934,106.65999999998894,136666.68,-0.03780566882797337,-0.3173806274074318,0.011618484564615913
2016-12-27,6658.2,6579.21,6658.2,6575.85,85570.0,1.44%,-0.020695552961767973,-0.010369412909440934,15.157764914687695,-0.01454397318770302,0.02449607631943373,41.017310401269114,136357.04,-0.049770710595624074,-0.5825903585684022,0.012167682877816373
2016-12-28,6846.44,6688.94,6846.44,6677.06,102210.0,2.83%,0.007206796916449547,0.016651647848324486,34.64122433635294,0.03304356059593743,0.05346053238959834,28.60000000000582,136125.46,0.10941783778565364,-0.44082784855768953,0.013721729785229266
2016-12-29,6840.64,6846.55,6855.37,6797.66,150750.0,-0.08%,0.00827909620068274,0.014922543729361862,51.43522392403684,0.10573432113515589,0.05256808739806129,49.64000000001397,136146.5,0.05443257639667353,-0.3849733175622241,0.013634110927681213
2017-01-03,6861.31,6840.06,6861.31,6746.8,56060.0,0.30%,0.013265719233837169,0.01644423419962728,63.75074277537266,0.20340147186666768,0.055748576704108384,9.799999999988358,136205.94,0.1281636677166404,-0.19162572883465945,0.013365742488275625
2017-01-04,7030.95,6874.68,7041.06,6874.68,203960.0,2.47%,0.03654588954832836,0.036264017168763346,75.39544510546149,0.2331685782749643,0.08185105400830894,13.35999999998603,136202.38,0.13933688909480688,-0.5548338840714249,0.014454325117443321
2017-01-05,7209.44,7051.86,7279.92,7049.34,223920.0,2.54%,0.05919562671651229,0.05374159942768216,85.00511380883803,0.32097654519546953,0.10931527927373436,157.56999999999243,136346.59000000003,0.016211371165547533,-0.628066621819316,0.01482821673911271
2017-01-06,7248.2,7184.46,7289.51,7181.69,205910.0,0.54%,0.061327654221226525,0.05036582095946979,94.62796673496506,0.3159582702199247,0.11527927373442065,197.72081458405734,136779.62,0.006073635761135244,-0.6319006156221865,0.014834011107705625
2017-01-09,7276.34,7255.18,7276.34,7210.8,110250.0,0.39%,0.06077689342181212,0.04541520076081682,94.69433143614613,0.32006685503010945,0.1196091706416372,166.59999999999127,137221.68,0.05553066699938026,-0.5933389536512497,0.014775546439191628
2017-01-10,7364.34,7278.57,7371.84,7276.72,256700.0,1.21%,0.06789426992460049,0.0479229344791642,97.41632752108802,0.31943794994617386,0.13314971534082168,142.1580501669232,137631.21000000002,0.04820811750452237,-0.3846365594426908,0.014214324219787465
2017-01-11,7321.82,7362.24,7402.54,7316.78,161970.0,-0.58%,0.055087442001598694,0.03352515879139064,96.18032447793826,0.2360263776311417,0.12660717033389748,35.54693834374457,137973.17,0.13052899728914097,-0.45318262774456786,0.014332340461669826
2017-01-12,7264.55,7335.66,7347.82,7260.71,127410.0,-0.78%,0.04034669596580101,0.019206605485228536,91.64494491844665,0.24064386963333484,0.11779504539159874,87.68034030164462,138251.83000000002,0.40829593486392235,-0.4485497650164345,0.013115941327498342
2017-01-13,7238.52,7256.72,7270.85,7227.16,109440.0,-0.36%,0.03079687756041774,0.01072003845404509,85.88035209656834,0.17625880078747178,0.11378981381751045,80.14128134040351,138647.49000000002,0.4569574861680419,-0.47004317443294186,0.01319421804557011
2017-01-16,7238.45,7243.55,7279.48,7225.43,104980.0,0.00%,0.024003244853347528,0.006658494413093911,82.80467199386122,0.11916562761485607,0.11377904292968147,47.00667542722842,139005.1,0.5382430820726698,-0.3958533032413585,0.013166777386109928
2017-01-17,7123.33,7244.03,7244.03,7123.33,223340.0,-1.59%,0.0020506914364014053,-0.01035246301284051,76.63723927516723,0.056222676129836294,0.08325615699871493,111.59335501432754,139315.21,0.4756339516948351,-0.46431892677864406,0.013492089905695738
2017-01-18,7156.36,7136.15,7165.15,7129.89,91910.0,0.46%,0.001683151755901653,-0.0066396252722027,71.37712149405678,0.0792691956334235,0.07178309016243664,46.74685425281735,139583.22999999998,0.41622983748567305,-0.49796134063026454,0.013488877159822893
2017-01-19,7246.08,7183.99,7246.08,7172.19,128190.0,1.25%,0.01020500530121742,0.003923774205029233,69.47736259160483,0.15005916008882392,0.07400249006936618,116.821463835728,139888.88,0.4365472045113132,-0.5600687818133663,0.0126002263336619
2017-01-20,7232.66,7252.44,7255.17,7204.27,128570.0,-0.19%,0.004413050583584374,0.0009591122264902977,72.0999761208891,0.14887369778280835,0.07201339894468484,146.32738397169518,140420.83,0.42933399508926806,-0.4588500555916073,0.012353871443566257
2017-01-23,7374.35,7242.62,7374.35,7237.33,132790.0,1.96%,0.018904541102679258,0.01731186138633831,81.63096433614423,0.23775268814315426,0.07268265577452333,223.39164934305717,140994.83000000002,0.2915629164756348,-0.7912796966978095,0.01282316705558499
2017-01-24,7370.65,7373.89,7384.58,7340.54,180740.0,-0.05%,0.014990494770623804,0.014317768839771022,86.5746935586676,0.30095415032032896,0.04558015360303227,284.8716212063928,141682.82,0.4055016966152586,-0.6786993128135568,0.012033308794992698
2017-01-25,7323.36,7383.68,7398.29,7323.36,153150.0,-0.64%,0.007349550757076522,0.006672685865341853,85.75736895252244,0.20567091305882695,0.028080967749633912,257.3553853430827,142466.3,0.3990255770898869,-0.7233635898100665,0.012164944740185209
2017-01-26,7332.64,7320.64,7361.78,7320.64,148210.0,0.13%,0.007789938393015447,0.006791147633102134,79.19253935992545,0.15227863708567926,0.029383729238993617,306.657201691196,143225.99,0.5584600046919826,-0.5174377510134942,0.012016153033216126
2017-01-27,7333.67,7338.22,7366.04,7333.67,149980.0,0.01%,0.007364543324727324,0.005869882648197119,73.98015830378573,0.0671589609150547,0.029528324533610005,41.35571998766255,143900.43,0.6294909426655001,-0.09229945013207885,0.010712586610277745
2017-01-30,7336.71,7350.89,7376.93,7336.71,79500.0,0.04%,0.008055399209858607,0.005245330934764765,75.57394076143413,0.017272987987867187,0.029955091228400215,122.53119425549069,144387.66,0.6177709489633477,-0.08323976021793245,0.010689345801917537
2017-01-31,7229.66,7327.9,7343.93,7229.66,111950.0,-1.46%,-0.00575387331694915,-0.008545158395739013,63.475940555587066,-0.038441693913645866,0.014927007452974933,163.53839096396968,144883.73,0.5261364361967776,-0.2927436597779267,0.011435528913830166
2017-02-01,7227.45,7297.72,7300.21,7209.73,89820.0,-0.03%,-0.005695438725858457,-0.008049275628327432,50.98705660463645,-0.1200522535020066,0.014616759296564934,101.05999999999767,145252.08000000002,0.5747297847469707,0.2644061292294282,0.010198791478182275
2017-02-02,7225.91,7228.85,7282.04,7208.14,120510.0,-0.02%,-0.005784104140999477,-0.007480739604221167,37.94855009213459,-0.17759468525053523,0.01440056827354621,52.25406587051244,145448.58000000002,0.2503879062368174,0.2827024299983121,0.008498401113439248
2017-02-03,7226.7,7223.34,7227.1,7186.44,140190.0,0.01%,-0.005560572178778526,-0.006621801298989242,37.5897100184269,-0.14935991925526707,0.014511471460679189,67.8548399158089,145465.05,0.3419084276792896,0.45400419583394935,0.008409007940585468
2017-02-06,7294.4,7244.31,7294.4,7243.65,165350.0,0.94%,0.002070442132614254,0.0021829293171415558,45.398216798837744,-0.12678005989385044,0.023073287245665684,57.46999999998661,145443.55,0.2843957205534785,0.1442765587064927,0.008632744814642178
2017-02-07,7262.64,7283.85,7283.85,7241.62,118770.0,-0.44%,-0.003331997606670423,-0.0018754595734581422,46.29727617604568,-0.21461691664283075,0.012611210801721753,39.40999999998894,145461.61,0.465277839803237,0.7308513858215493,0.008209005235752133
2017-02-08,7234.82,7277.89,7286.44,7221.44,137070.0,-0.38%,-0.0070402003340599845,-0.004748672595101858,41.37806074320094,-0.19306052486947992,0.006732123276615419,62.29000000000815,145359.91,0.4477470739704777,0.7974746112225817,0.008156665578495079
2017-02-09,7252.66,7238.45,7252.66,7227.85,109530.0,0.25%,-0.004786836874894838,-0.0016819209874031512,31.36643375783179,-0.10835934349900929,0.009214576340997803,24.70999999999185,145272.91,0.3199715493583994,0.9612338124872242,0.00799784464503857
2017-02-10,7235.21,7257.72,7265.52,7196.75,138530.0,-0.24%,-0.005825503050061214,-0.0031263925300400452,25.705294626701377,-0.08118425143017619,0.006786392149659698,12.819999999992433,145261.02000000002,0.3033384074919383,0.9960071098417429,0.007974785524462352
2017-02-13,7294.67,7241.8,7294.67,7237.23,86080.0,0.82%,0.0030928047696455593,0.004751084950042735,35.12233498544581,-0.02843585945104568,0.015060308024557427,16.129999999990105,145257.71000000002,0.18040544210961285,0.6068887374270262,0.008183358545717981
2017-02-14,7206.84,7279.85,7282.46,7206.84,110850.0,-1.20%,-0.007849235520136118,-0.006153857105278078,28.272754331990384,0.014904618629270242,0.002838679513083049,37.289104306750936,145313.93,0.4042288010961124,0.5951096128641318,0.00781506973779759
2017-02-15,7174.3,7217.24,7234.4,7174.3,184960.0,-0.45%,-0.010788724038180025,-0.009009393001504816,20.599085855867287,-0.07398842870400686,0.0,11.15999999998894,145397.44,0.5586975132336293,0.6775008152981692,0.007834904006168228
2017-02-16,7283.25,7176.64,7293.16,7176.64,132940.0,1.52%,0.0047325117884160755,0.005471351890271623,21.492391673291053,-0.08067354284294805,0.015186150565211911,6.780000000013388,145415.38,0.613689483703846,0.5769427065845631,0.008074002439126586
2017-02-17,7244.79,7289.63,7292.62,7236.91,182550.0,-0.53%,0.0003329608563879489,0.0002383363977430082,31.774366960495854,-0.13356566834089456,0.009825348814518459,14.642598813051668,145452.55,0.6434784556122127,0.4967383001964887,0.008157766462123272
2017-02-20,7281.19,7252.54,7281.19,7252.54,99730.0,0.50%,0.004848251014861933,0.004546129138369718,60.07235758872224,-0.14775879781523754,0.014899014538003626,9.780235170988357,145464.68,0.19463909918768244,0.3881605086806039,0.006877299778766394
2017-02-21,7282.68,7284.93,7284.93,7258.31,99430.0,0.02%,0.004506992409659759,0.004075302936243926,72.16272253385763,-0.1461157029633364,0.015106700305256278,44.48754140404087,145371.52000000002,0.1787231029356176,0.37948495888332623,0.006879714681175594
2017-02-22,7304.45,7275.51,7304.45,7263.2,177960.0,0.30%,0.006730748405668202,0.006069824647003253,91.64433938622263,-0.016569731706396203,0.0181411426898791,13.069999999992433,145283.55,0.015194625545139007,0.5210103640003307,0.006780364973021166
2017-02-23,7335.56,7312.42,7339.9,7290.21,173830.0,0.43%,0.009936131751152147,0.008873532236600756,95.80609110904311,0.06223278328928043,0.022477454246407343,5.8400000000110595,145264.64,-0.03892972658785795,0.39947928174818115,0.0068449852086544995
2017-02-24,7258.99,7328.95,7331.72,7258.99,148810.0,-1.04%,-0.00025764359892403515,-0.0015767274726374598,82.84017713365553,0.06270925599874097,0.011804635992361569,8.760000000009313,145267.56,0.028322101844628616,-0.05710821440330793,0.0072346226541372405
2017-02-27,7232.47,7266.78,7296.0,7232.47,94530.0,-0.37%,-0.003614379108121232,-0.00470615896995567,61.215780998389896,0.056620752147746235,0.008108108108108117,50.39655728582706,145192.88,0.10958789570343173,-0.09650477382957323,0.007265069205390283
2017-02-28,7212.09,7239.64,7245.6,7152.45,161330.0,-0.28%,-0.006199756592451748,-0.006661109008905718,39.36153344595607,0.11439212801256675,0.008338401526749622,20.80000000000291,145088.64,0.3948981378259868,0.1380148975436395,0.006518017654126805
2017-03-01,7170.7,7167.89,7186.48,7150.61,205740.0,-0.57%,-0.011105409832561357,-0.010792626379615061,25.8522135311869,0.13809469054138615,0.0028095505138722634,3.2299999999959255,145071.07,0.4666480082840843,0.011905653166845553,0.006639078394416991
2017-03-02,7234.94,7183.45,7244.05,7183.45,122340.0,0.90%,-0.0022435668852049872,-0.0016315329740312187,28.9935061392368,0.19108081695239723,0.01179339944424321,33.283566956957415,145014.32,0.33212334857415565,-0.44415967759418873,0.006959739770728923
2017-03-03,7247.12,7232.47,7247.12,7197.16,100910.0,0.17%,-9.549679868926828e-05,0.00012445243851407205,35.38309824431656,0.18053427893094812,0.013496750626869627,37.59216081243067,145023.34999999998,0.2966993724128408,-0.4720043914696461,0.006968919561337965
2017-03-06,7313.87,7228.92,7316.57,7216.12,150280.0,0.92%,0.008050885835686267,0.008110804290784448,60.59485445612561,0.17306832689890603,0.02283161856121369,37.25394909574978,145043.77,0.2952685624467902,-0.4661265353319135,0.006958053290656822
2017-03-07,7294.52,7310.65,7326.07,7285.25,143140.0,-0.26%,0.004195419670781584,0.004722397781732277,71.08669237677663,0.14343257537954182,0.020125555721819646,31.28259375827763,145063.24,0.2748257087541793,-0.4185059430422582,0.006910090935436455
2017-03-08,7294.56,7314.42,7341.58,7294.56,96690.0,0.00%,0.0040892583302010324,0.0041651555810120625,79.21771603146134,0.13966115854319425,0.020131149650169808,36.179999999993015,145095.12,0.20795117259107,-0.35320840129089426,0.006844031995567911
2017-03-09,7295.45,7298.1,7326.83,7295.45,112030.0,0.01%,0.0037118242302689054,0.00372396982683713,75.7496361057462,0.05815661780128819,0.02025561455596098,18.25389062702719,145154.86,0.2608786536199233,-0.3113142922792642,0.0068274464384399216
2017-03-10,7146.27,7298.18,7298.74,7146.27,171460.0,-2.04%,-0.01550711561587957,-0.01459156506069877,50.40756837897761,-0.010718803902605973,0.0,41.39185652396447,145197.65000000002,-0.37323525605465635,0.24083431201141758,0.008249879362300094
2017-03-13,7233.09,7213.74,7238.6,7202.17,134060.0,1.21%,-0.003060032638247865,-0.0021475505669051116,40.09892748421179,-0.007886196118136604,0.012148995210088578,29.87900111672325,145108.71000000002,-0.28969824560528934,0.09609827226713596,0.008513280505244941
2017-03-14,7261.75,7253.13,7281.57,7244.0,148100.0,0.40%,0.0013111217438392033,0.0016872845891270371,34.52630860341679,0.028365263881696027,0.016159479000933293,25.770000000004075,145047.13,-0.47208044139321076,0.6703121949782358,0.008102727179250488
2017-03-15,7253.79,7268.35,7275.98,7214.96,191310.0,-0.11%,0.0010197180649584,0.0005607832163659539,52.87662348744726,0.11158812544363662,0.015045611206965246,40.12831075081099,145102.04,-0.5386247789305834,0.8432962798180146,0.008029061360556236
2017-03-16,7278.6,7279.86,7320.5,7268.18,117430.0,0.34%,0.004249367443644489,0.0033887821456343365,60.64376290683189,0.048285417585127666,0.01851735240901896,1.1899999999877764,145181.53000000003,-0.896954713011869,1.3986792978319773,0.0073006797764927
2017-03-17,7345.02,7307.01,7417.76,7274.68,438500.0,0.91%,0.012290689559750696,0.010738959991398562,65.3372960617633,0.08429832175533179,0.027811711564214615,3.4600000000209548,145176.88,-1.020134386926391,1.4864746208055921,0.007461822476416394
2017-03-20,7316.57,7374.45,7380.57,7297.32,156140.0,-0.39%,0.007333636553614614,0.005703385542759598,67.89628416004024,0.024369829111732386,0.023830613732758386,63.63650751550509,145277.11,-0.8614371703888757,1.2675221524323588,0.007456541900377562
2017-03-21,7323.31,7319.92,7361.44,7318.19,197680.0,0.09%,0.006750664726608304,0.005523998604357838,67.04851007403586,-0.04838561624923123,0.02477376309599273,32.09072050792437,145312.49,-0.8757038037288225,1.2814493549378394,0.0074579381830744374
2017-03-22,7254.93,7300.46,7300.46,7230.17,218010.0,-0.93%,-0.0028454081309577635,-0.0035132685265908546,55.987329183395296,-0.12163927691354559,0.015205134986503428,22.29254263426047,145353.12,-0.6479282874205373,0.5931679782912593,0.007728828641494647
2017-03-23,7301.03,7299.89,7315.89,7281.85,176370.0,0.64%,0.002959982636129156,0.0023524829305410742,54.0793399388559,-0.15840579133645272,0.021656052738001686,29.59566857309412,145303.6,-0.6469880005588091,0.5073330372698805,0.0078078398725849665
2017-03-24,7269.62,7308.65,7317.25,7269.62,208950.0,-0.43%,-0.0009210893533241478,-0.0017795499389170323,47.4873230444337,-0.17353687525544398,0.017260752812306202,56.405935411559234,145269.07,-0.7278884055674821,1.0461870973751628,0.007499098201422943
2017-03-27,7245.97,7268.64,7276.0,7222.15,192000.0,-0.33%,-0.0036965247285501083,-0.00447380852294721,46.38722113767224,-0.14759528824005141,0.013951334052589647,58.85303663526327,145279.7,-0.737084140485299,1.0746382067515725,0.0074890846363472804
2017-03-28,7331.46,7276.26,7331.46,7274.6,161160.0,1.18%,0.007692952639616061,0.006191462435378968,50.1233931268186,-0.11393193066234839,0.02591421818655041,72.3527623875347,145293.2,-0.7384505650292018,0.799228359837191,0.00788973905637151
2017-03-29,7324.0,7320.09,7354.46,7310.02,236890.0,-0.10%,0.0063855070122405,0.004276146243668814,56.80012769039984,-0.14531845907312102,0.02487031696255523,7.429999999993015,145412.57,-0.8399816508206587,1.1477215652137218,0.007751613445992173
2017-03-30,7332.59,7327.38,7360.39,7327.38,172840.0,0.12%,0.00572665908572344,0.0044428794420721665,64.72385741682963,-0.20107965289818922,0.018108431208927318,101.43710343798718,145565.87,-0.8195957365426751,1.4064666452735501,0.007527750880576472
2017-03-31,7311.72,7336.61,7340.64,7301.69,158070.0,-0.28%,0.002092209954032461,0.0012021771895251209,57.89038220931038,-0.24745555124547572,0.013411023761739527,63.080000000001746,145663.52000000002,-0.7211720310712745,1.2296603184859256,0.007564577985408466
2017-04-03,7341.65,7323.74,7346.0,7317.74,157200.0,0.41%,0.005407792174254295,0.004471676342757204,56.89230094355381,-0.2562859530227691,0.0175593489083792,112.1169149243228,145728.12,-0.7679280946546793,1.5547443909358414,0.007336526285522101
2017-04-04,7446.49,7363.88,7456.26,7354.57,171300.0,1.43%,0.01784658439865436,0.01614030112724217,68.66973128974382,-0.19441734616132406,0.031062772166183222,96.12707476038634,145755.9,-0.6324195001112032,1.0683505437054688,0.007940507139838992
2017-04-05,7584.21,7478.5,7584.86,7476.57,253000.0,1.85%,0.033587248415898316,0.02990614239129014,86.03931859413814,-0.09447243947013151,0.050131885934244017,50.843481598122345,145907.87,-0.3673910202761387,0.5799947281449427,0.008836785425665161
2017-04-06,7565.32,7580.24,7603.9,7529.47,320720.0,-0.25%,0.028806629931926446,0.02312534483497435,95.18048373598343,-0.06433525889195701,0.04751632131705934,35.965627303464196,146197.52,-0.322596027824273,0.48559445988798133,0.00888497167702873
2017-04-07,7583.75,7559.65,7667.33,7553.52,292330.0,0.24%,0.028643316615972057,0.02137703895098019,90.31342492565302,-0.05404713491589325,0.05006819298962226,217.37171776735974,146467.38999999998,0.5161862528018508,-0.46703299567415124,0.007169411905290921
2017-04-10,7617.91,7598.24,7624.2,7580.36,173640.0,0.45%,0.030335912295015147,0.021477524566340108,86.67278455727485,-0.04621313244366621,0.054798086442402916,56.62290084409663,146904.87,0.6350249033615712,-0.015574856706630946,0.006852733690061607
2017-04-11,7601.4,7615.95,7645.1,7588.82,156040.0,-0.22%,0.024673127851032296,0.01549132979747895,85.10490138820255,-0.06495127592638329,0.052512063582174286,96.53960299682241,147289.69,0.7331560898010335,-0.006710063920180698,0.006926090688341006
2017-04-12,7629.64,7600.78,7631.8,7594.72,163040.0,0.37%,0.025235989612013204,0.015442579060653272,88.5409647034159,-0.04310406671516344,0.05642225653025771,155.06967382042075,147629.34,0.6457857305037331,-0.03807738802705796,0.006884959652600131
2017-04-17,7588.53,7615.44,7621.5,7584.34,96780.0,-0.54%,0.01660002847720448,0.007348908311898669,86.34110547044645,-0.04436961979482592,0.0507300457619961,155.1818384329628,148005.19,0.7033042927465801,-0.14680538358354545,0.007104682619373495
2017-04-18,7588.98,7594.92,7607.83,7573.71,108260.0,0.01%,0.013334299815017117,0.005196046386240391,84.62765445088921,-0.04931770196059076,0.04321612184862387,41.08885016169043,148315.12,0.9052719633659593,0.32761330051406645,0.006920419415140081
2017-04-19,7522.98,7586.44,7591.81,7502.93,107120.0,-0.87%,0.002689948901919171,-0.004141513529397208,74.29015982923364,-0.04321169338981239,0.030306682425575444,86.99153603730876,148559.08,0.7703827094969083,0.1537669197559861,0.0072016512692552655
2017-04-20,7563.45,7502.29,7563.45,7493.96,190700.0,0.54%,0.00579110934394847,0.00014505437316194878,70.7202421486727,0.04866673484325571,0.03584923490315259,52.07556720629698,148765.49,0.6679330801366105,-0.022093378879860293,0.007254320101348777
