Date,Close,Open,High,Low,Volume,Change %,SMA,WMA,StochD,AD,PctDiffLow,FFT_Min,FFT_Max,Skewness,Kurtosis,SD
2016-02-12,6654.45,6623.96,6677.48,6607.46,147750.0,-0.13%,0.008468938169910114,0.002287100440229481,80.71138097932493,0.3494625028056606,0.06320140344598389,104.3157737337486,129827.83,0.15438931074834622,-0.9281595910386042,0.018174379489619266
2016-02-15,6692.58,6684.54,6711.74,6680.62,158350.0,0.57%,0.011417290705672508,0.006130613775541693,82.11910423488047,0.3649312423633902,0.0692935477273889,97.25177635432232,130073.52,0.15961413504373506,-0.9237985050454709,0.018167079562111117
2016-02-16,6743.95,6718.05,6777.43,6718.05,240580.0,0.77%,0.014446100650913141,0.011280592171642808,84.93757338525833,0.31926327417914685,0.06303376701985786,124.0475147992058,130316.6,0.031197348184061217,-0.7687677626839045,0.017592901292409327
2016-02-17,6756.82,6776.63,6779.3,6727.93,127790.0,0.19%,0.013663573416270572,0.011009068180023571,90.16765575090541,0.3098904196369733,0.04795730510995548,7.5200000000040745,130725.46,0.04478531866509102,-0.7693808532958757,0.017595474767883448
2016-02-18,6848.87,6781.47,6848.87,6778.93,196790.0,1.36%,0.024339282959574795,0.021051934960279396,95.1656957352253,0.4193719829748256,0.050246887075998295,79.72900864976651,131125.22999999998,-0.13205563643937138,-0.610579367100792,0.01717684085676398
2016-02-19,6792.06,6844.96,6844.96,6789.1,184280.0,-0.83%,0.014710439575918742,0.01045493391819709,91.96167404078317,0.44430632432206,0.04153530025148754,197.0100000000093,131714.49,0.08902034415669431,-0.6401792416447103,0.015706823311710874
2016-02-22,6783.08,6792.54,6799.32,6773.83,104910.0,-0.13%,0.0124859209800747,0.007330927491613142,87.52810246080922,0.37497900199774653,0.04015825308225482,247.35053784421774,132422.27,0.25968787322506565,-0.4352426988053084,0.015382756717297616
2016-02-23,6819.34,6795.73,6829.12,6795.73,130140.0,0.53%,0.015982197519967562,0.010316982392707978,84.52406384472192,0.33736603660950076,0.045718579402564,64.26000000000931,132997.3,0.027640336996227477,-0.42127144925784066,0.01344261740666411
2016-02-24,6769.26,6812.41,6812.41,6713.81,102790.0,-0.73%,0.005868704182092523,0.0017656031672247427,81.42068600756994,0.34616976445773245,0.03345587561754599,309.96040327758374,133382.56,0.14576082713539568,-0.25180917931129976,0.012665747030075477
2016-02-26,6771.3,6731.4,6773.03,6728.65,119620.0,0.03%,0.004908243138985906,0.0012469211072577136,79.45844395016104,0.3236491919967198,0.033767320293368715,98.74783804193846,133840.22,-0.19432989818251373,-0.4499556614515048,0.010906944756654836
2016-02-29,6671.04,6777.05,6818.04,6671.04,131970.0,-1.48%,-0.008982599840472894,-0.012269776356955172,62.62092050209213,0.21366559043206682,0.018460730490433775,127.41999999999825,134104.3,-0.03687235124581806,-0.6953745803119702,0.011409895694599692
2016-03-01,6729.53,6670.75,6731.33,6661.68,115250.0,0.88%,-0.001269648572257591,-0.0035707276650042107,58.188005578800585,0.17636017420879255,0.027390337886939453,19.75999999999476,134211.96000000002,-0.13149668540799617,-0.5597778755351377,0.010772082964480659
2016-03-02,6882.45,6781.43,6882.45,6781.43,244770.0,2.27%,0.01877959985688035,0.01617564119877947,66.84295676429566,0.24363500898168508,0.04161811043880701,61.6699999999837,134253.87,-0.006676911603260949,-0.6990251764556343,0.01187724260529403
2016-03-03,6963.44,6886.28,6988.68,6883.94,314810.0,1.18%,0.027508856884570963,0.023943684142096622,84.47756921055839,0.2655358543451828,0.05387546803158847,85.19857160247061,134434.96,-0.20399084389361172,-0.6414617440225023,0.011838319638411973
2016-03-04,6899.07,6973.9,6987.22,6899.07,130220.0,-0.92%,0.015392630935236316,0.012056425343638088,88.6584938071829,0.27332985341456767,0.03563515509601173,139.85136637866097,134755.95,-0.08738002115483975,-0.5966432100654315,0.011166144104873526
2016-03-07,6892.69,6949.2,6955.91,6871.83,117550.0,-0.09%,0.01232400608877825,0.009182057316070203,78.87358045346214,0.20104442047391943,0.03467743872416557,169.91142221696077,135133.53999999998,-0.04343877154041537,-0.330511062816107,0.010420629665164412
2016-03-08,6915.51,6897.25,6915.51,6840.05,96370.0,0.33%,0.013850855850695445,0.010417916130122284,73.62181447502535,0.1737053667692193,0.03810300104478148,63.83999999999651,135373.4,-0.03371201094117169,0.04817726108823139,0.009812778369641102
2016-03-09,6948.18,6914.33,6951.04,6889.63,174860.0,0.47%,0.01660329607877131,0.01268290220954695,78.62793068297647,0.2591231192269737,0.043007169362683284,86.54000000000815,135523.78,0.2057294912989196,0.26491555507283815,0.008625567171537377
2016-03-10,7048.08,6938.11,7052.25,6936.54,142970.0,1.44%,0.029077427414894694,0.02300114640516863,88.05695392736983,0.2699436041260869,0.05800338653312672,48.02443619759868,135834.53,0.06450139469216704,-0.14462300678918982,0.009012174626295407
2016-03-11,7098.64,7002.06,7119.86,7002.06,173360.0,0.72%,0.03315621809428078,0.025384483137956965,93.9718803287695,0.27691279000108937,0.06559306361158146,113.21704281178663,136245.13,0.013133361503162723,-0.2027359513325413,0.009058108829067433
2016-03-14,7112.89,7161.09,7204.61,7112.89,137570.0,0.20%,0.03169286154306479,0.022675129962053432,92.4691466340152,0.21798997823499752,0.0677321636584165,126.46706014651875,136680.34,-0.03711612191651237,-0.1330114895205301,0.009000194821023919
2016-03-15,7148.26,7140.65,7207.93,7140.23,145030.0,0.50%,0.033301896513734615,0.022782832895567887,89.1838468119925,0.19529072295874694,0.07304163514308701,87.6875650837939,137138.77999999997,-0.024930238486832887,-0.12246744389148212,0.008991354131478814
2016-03-16,7065.39,7146.76,7156.28,7065.39,131220.0,-1.16%,0.018209513943224176,0.008088819921825556,82.02954294818932,0.16910100788759835,0.06060183016896639,112.04382175430926,137594.46000000002,0.07815775953502331,-0.40867726097334334,0.009518871719226543
2016-03-17,7210.9,7114.31,7210.9,7110.27,122710.0,2.06%,0.03449805899551037,0.023556350914193218,87.66071700991608,0.20477104161283355,0.08244466861212177,75.3799999999901,137915.90000000002,0.07668061753224319,-0.6951329259680268,0.010351452667682105
2016-03-18,7306.74,7229.73,7318.49,7227.14,188060.0,1.33%,0.041463211261617325,0.030600688287123083,90.70559040122164,0.186382490235967,0.09683142990957228,142.23910151571312,138369.97999999998,0.07698772314480591,-0.6860318389646012,0.010334277774073612
2016-03-21,7376.41,7346.76,7412.33,7346.76,166100.0,0.95%,0.04451451496505712,0.033419870721086875,97.50586552790071,0.2372993276046072,0.08773665731269062,70.7704888072344,138827.85,-0.09431682826529214,-0.5152156246710762,0.01004724200347204
2016-03-22,7342.03,7372.66,7383.3,7295.67,161420.0,-0.47%,0.03483591724125141,0.023251680418984105,93.4111333455191,0.24541780018998752,0.07338835242432432,245.8606908421433,139412.2,-0.06734429814222641,-0.6128191516437185,0.010170501928962343
2016-03-23,7360.05,7307.48,7360.05,7262.69,108720.0,0.25%,0.033250090950258736,0.020733292827438556,90.96232046173851,0.26527434637947706,0.07602283609037945,53.76999999998952,139971.15,-0.023896999970709404,-0.6160884934249728,0.010171156139350577
2016-03-28,7334.52,7355.59,7359.23,7303.73,80780.0,-0.35%,0.025189523712441455,0.013233384164421873,88.3279746511032,0.2658954551874962,0.07229040723386529,92.71108887290859,140511.86,-0.029914409970640772,-0.5016792412824556,0.00998140646657156
